id,doi,authors,title,journal,abstract,year,disciplines,type,keywords,source,include_final,Reviewer,Geographically appropriate?,Topically appropriate?,Include?,Notes,Mountainous quality questionable?
2981,10.1007/s10584-005-3610-y,"Thomson, A. M.; Brown, R. A.; Rosenberg, N. J.; Srinivasan, R.; Izaurralde, R. C.",Climate change impacts for the conterminous USA: an integrated assessment. Part 4: Water resources.,Climatic Change,"Global climate change will impact the hydrologic cycle by increasing the capacity of the atmosphere to hold moisture. Anticipated impacts are generally increased evaporation at low latitudes and increased precipitation at middle and high latitudes. General Circulation Models (GCMs) used to simulate climate disagree on whether the U.S. as a whole and its constituent regions will receive more or less precipitation as global warming occurs. The impacts on specific regions will depend on changes in weather patterns and are certain to be complex. Here we apply the suite of 12 potential climate change scenarios, previously described in Part 1, to the Hydrologic Unit Model of the United States (HUMUS) to simulate water supply in the conterminous United States in reference to a baseline scenario. We examine the sufficiency of this water supply to meet changing demands of irrigated agriculture. The changes in water supply driven by changes in climate will likely be most consequential in the semi-arid western parts of the country where water yield is currently scarce and the resource is intensively managed. Changes of greater than ������50% with respect to present day water yield are projected in parts of the Midwest and Southwest U.S. Interannual variability in the water supply is likely to increase where conditions become drier and to decrease under wetter conditions.",2005,NA,Journal article,agriculture; atmosphere; carbon dioxide; climate change; environmental assessment; environmental impact; evaporation; evapotranspiration; geographical information systems; geographical variation; global warming; hydrology; irrigated farming; latitude; precipitation; runoff; seasonal variation; simulation models; temperature; temporal variation; water management; water resources; water supply; water yield; weather patterns,cabdirect,NA,Adrienne,No,Yes,No,US-scale,
2951,10.1073/pnas.0603900103,"Thompson, L. G.; Mosley-Thompson, E.; Brecher, H.; Davis, M.; Le������n, B.; Les, D.; Lin, P. N.; Mashiotta, T.; Mountain, K.",Abrupt tropical climate change: past and present.,Proceedings of the National Academy of Sciences of the United States of America,"Three lines of evidence for abrupt tropical climate change, both past and present, are presented. First, annually and decadally averaged ������<sup xmlns=""http://www.w3.org/1999/xhtml"">18</sup>O and net mass-balance histories for the last 400 and 2,000 yr, respectively, demonstrate that the current warming at high elevations in the mid- to low latitudes is unprecedented for at least the last 2 millennia. Second, the continuing retreat of most mid- to low-latitude glaciers, many having persisted for thousands of years, signals a recent and abrupt change in the Earth's climate system. Finally, rooted, soft-bodied wetland plants, now exposed along the margins as the Quelccaya ice cap (Peru) retreats, have been radiocarbon dated and, when coupled with other widespread proxy evidence, provide strong evidence for an abrupt mid-Holocene climate event that marked the transition from early Holocene (pre-5,000-yr-B.P.) conditions to cooler, late Holocene (post-5,000-yr-B.P.) conditions. This abrupt event, ���������5,200 yr ago, was widespread and spatially coherent through much of the tropics and was coincident with structural changes in several civilizations. These three lines of evidence argue that the present warming and associated glacier retreat are unprecedented in some areas for at least 5,200 yr. The ongoing global-scale, rapid retreat of mountain glaciers is not only contributing to global sea-level rise but also threatening freshwater supplies in many of the world's most populous regions.",2006,NA,Journal article,altitude; climate; climate change; glaciers; global warming; ice; palaeoclimatology; precipitation; tropical climate,cabdirect,NA,Adrienne,,,International,,
3032,10.1079/PAVSNNR20061060,"Nitschke, C. R.; Innes, J. L.","Interactions between fire, climate change and forest biodiversity.","CAB Reviews: Perspectives in Agriculture, Veterinary Science, Nutrition and Natural Resources","The interactions between climate change, fire and forest biodiversity can be characterized as a cascading relationship. Changes in climate directly affect fire frequency and severity. As a result of climate change, a significant increase in fire occurrence and behaviour is predicted to occur over the next 70 years. Climate change will also directly impact the composition of current ecosystems by shifting the fundamental niche of species to higher elevations and/or latitudes, with the changes being most apparent in temperate and boreal latitudes and on mountains in the tropics and subtropics. The alteration and shift of forest ecosystems will be facilitated by an increase in the frequency and severity of forest fires, as these ecosystem disturbances will create the opportunity for the development of new ecosystems. Warmer, drier conditions, coupled with a change in fire behaviour will reduce the resilience of existing ecosystems. The reduced ability to resist and/or recover from disturbance will result in the reduction or complete loss of ecosystem structures required by the fauna and flora that constitute the biodiversity we currently know today. Areas of climatic refuge that exist within landscapes may maintain the ecosystem structures required for some species in the face of direct climate change impacts. Areas that act as both fire and climatic refugia will provide habitat for biodiversity associated with late-successional forests. Species that require late-successional habitat in ecosystems that are intolerant of fire or drought are at greatest risk to climate change and its interaction with fire. The current composition of biodiversity within forested landscapes will change over time and space as species and habitat are both lost and gained in direct or indirect response to climate change.",2006,NA,Journal article,biodiversity; climate change; ecosystems; Forest fires; forests; Species diversity; Species richness,cabdirect,NA,Adrienne,No,Yes,No,review; not geographically specific but might have interesting information,
2980,10.1016/j.jinsphys.2007.02.007,"R������gni������re, J.; Bentz, B.","Modeling cold tolerance in the mountain pine beetle, Dendroctonus ponderosae",Journal of Insect Physiology,"Cold-induced mortality is a key factor driving mountain pine beetle, <i xmlns=""http://www.w3.org/1999/xhtml"">Dendroctonus ponderosae</i>, population dynamics. In this species, the supercooling point (SCP) is representative of mortality induced by acute cold exposure. Mountain pine beetle SCP and associated cold-induced mortality fluctuate throughout a generation, with the highest SCPs prior to and following winter. Using observed SCPs of field-collected <i xmlns=""http://www.w3.org/1999/xhtml"">D. ponderosae</i> larvae throughout the developmental season and associated phloem temperatures, we developed a mechanistic model that describes the SCP distribution of a population as a function of daily changes in the temperature-dependent processes leading to gain and loss of cold tolerance. It is based on the changing proportion of individuals in three states: (1) a non cold-hardened, feeding state, (2) an intermediate state in which insects have ceased feeding, voided their gut content and eliminated as many ice-nucleating agents as possible from the body, and (3) a fully cold-hardened state where insects have accumulated a maximum concentration of cryoprotectants (e.g. glycerol). Shifts in the proportion of individuals in each state occur in response to the driving variables influencing the opposite rates of gain and loss of cold hardening. The level of cold-induced mortality predicted by the model and its relation to extreme winter temperature is in good agreement with a range of field and laboratory observations. Our model predicts that cold tolerance of <i xmlns=""http://www.w3.org/1999/xhtml"">D. ponderosae</i> varies within a season, among seasons, and among geographic locations depending on local climate. This variability is an emergent property of the model, and has important implications for understanding the insect's response to seasonal fluctuations in temperature, as well as population response to climate change. Because cold-induced mortality is but one of several major influences of climate on <i xmlns=""http://www.w3.org/1999/xhtml"">D. ponderosae</i> population dynamics, we suggest that this model be integrated with others simulating the insect's biology.",2007,NA,Journal article,climate change; cold hardening; cold tolerance; cryoprotectants; forest pests; glycerol; ice nucleation; insect pests; mathematical models; mortality; plant pests; population dynamics; seasonal variation; temperature,cabdirect,NA,Adrienne,Yes,Yes,Yes,inferring from sciencebase that data are from CRB; couldn't get full text,
2972,10.1002/hyp.7201,"Adam, J. C.; Hamlet, A. F.; Lettenmaier, D. P.",Implications of global climate change for snowmelt hydrology in the twenty-first century.,Hydrological Processes,"For most of the global land area poleward of about 40������ latitude, snow plays an important role in the water cycle. The (seasonal) timing of runoff in these areas is especially sensitive to projected losses of snowpack associated with warming trends, whereas projected (annual) runoff volume changes are primarily associated with precipitation changes, and to a lesser extent, with changes in evapotranspiration (ET). Regional studies in the USA (and especially the western USA) suggest that hydrologic adjustments to a warming climate have been ongoing since the mid-twentieth century. We extend the insights extracted from the western USA to the global scale using a physically based hydrologic model to assess the effects of systematic changes in precipitation and temperature on snow-affected portions of the global land area as projected by a suite of global climate models. While annual (and in some cases seasonal) changes in precipitation are a key driver of projected changes in annual runoff, we find, as in the western USA, that projected warming produces strong decreases in winter snow accumulation and spring snowmelt over much of the affected area regardless of precipitation change. Decreased snowpack produces decreases in warm-season runoff in many mid- to high-latitude areas where precipitation changes are either moderately positive or negative in the future projections. Exceptions, however, occur in some high-latitude areas, particular in Eurasia, where changes in projected precipitation are large enough to result in increased, rather than decreased, snow accumulation. Overall, projected changes in snowpack and the timing of snowmelt-derived runoff are largest near the boundaries of the areas that currently experience substantial snowfall, and at least qualitatively, they mirror the character of observed changes in the western USA.",2009,NA,Journal article,air temperature; climate change; global warming; hydrology; latitude; meltwater; models; precipitation; runoff,cabdirect,NA,Adrienne,No,Yes,No,Global,
2979,10.1016/j.foreco.2009.03.006,"D'Amore, D. V.; Hennon, P. E.; Schaberg, P. G.; Hawley, G. J.",Adaptation to exploit nitrate in surface soils predisposes yellow-cedar to climate-induced decline while enhancing the survival of western redcedar: a new hypothesis.,Forest Ecology and Management,"Yellow-cedar (<i xmlns=""http://www.w3.org/1999/xhtml"">Chamaecyparis nootkatensis</i> (D. Don) Spach) and western redcedar (<i xmlns=""http://www.w3.org/1999/xhtml"">Thuja plicata</i> Donn), two valuable tree species of Pacific Northwest forests, are competitive in low productivity forests on wet, nearly saturated soils with low nitrogen (N) availability and turnover. We propose a mechanism where cedar trees survive in marginal conditions through exploiting a coupled Ca-NO<sub xmlns=""http://www.w3.org/1999/xhtml"">3</sub><sup xmlns=""http://www.w3.org/1999/xhtml"">-</sup> nutrient cycle where trees assimilate N as nitrate (NO<sub xmlns=""http://www.w3.org/1999/xhtml"">3</sub><sup xmlns=""http://www.w3.org/1999/xhtml"">-</sup>), but must accumulate a counter-ion to NO<sub xmlns=""http://www.w3.org/1999/xhtml"">3</sub><sup xmlns=""http://www.w3.org/1999/xhtml"">-</sup> such as calcium (Ca<sup xmlns=""http://www.w3.org/1999/xhtml"">+2</sup>) to control their internal cell pH and provide electrochemical balance. The availability of NO<sub xmlns=""http://www.w3.org/1999/xhtml"">3</sub><sup xmlns=""http://www.w3.org/1999/xhtml"">-</sup> in cedar forests is favored by increased microbial activity and shifts in microbial community composition that is conducive to N mineralization and nitrification at higher pH. Cedars influence the soils under their canopy by enriching the forest floor with calcium compounds leading to increases in pH. Cedars are also prone to precocious dehardening in the spring when N is released from freeze-thaw events in the soils and conditions appear to favor nitrifying microbial communities. Cedars must concentrate fine-root biomass near the soil surface to access Ca and NO<sub xmlns=""http://www.w3.org/1999/xhtml"">3</sub><sup xmlns=""http://www.w3.org/1999/xhtml"">-</sup>, but this beneficial physiological adaptation also creates a vulnerability to periodic root freezing injury that is leading to the decline and mortality of at least one of them - yellow-cedar.",2009,NA,Journal article; Conference paper,adaptation; calcium; calcium nitrate; climate change; cycling; forest decline; forest soils; forests; microbial activities; mineralization; nitrate; nitrification; nitrogen; nutrient availability; soil pH; soil types; survival; topsoil,cabdirect,NA,Adrienne,Yes,No,No,not about climate change,
3001,10.1073/pnas.0901644106,"Jackson, S. T.; Betancourt, J. L.; Booths, R. K.; Gray, S. T.","Ecology and the ratchet of events: climate variability, niche dimensions, and species distributions.",Proceedings of the National Academy of Sciences of the United States of America,"Climate change in the coming centuries will be characterized by interannual, decadal, and multidecadal fluctuations superimposed on anthropogenic trends. Predicting ecological and biogeographic responses to these changes constitutes an immense challenge for ecologists. Perspectives from climatic and ecological history indicate that responses will be laden with contingencies, resulting from episodic climatic events interacting with demographic and colonization events. This effect is compounded by the dependency of environmental sensitivity upon life-stage for many species. Climate variables often used in empirical niche models may become decoupled from the proximal variables that directly influence individuals and populations. Greater predictive capacity, and more-fundamental ecological and biogeographic understanding, will come from integration of correlational niche modeling with mechanistic niche modeling, dynamic ecological modeling, targeted experiments, and systematic observations of past and present patterns and dynamics.",2009,NA,Journal article; Conference paper,biogeography; climate; climate change; ecology; models; palaeoecology; regeneration,cabdirect,NA,Adrienne,No,Yes,No,not geographically specific but might have relevant information,
2917,10.1029/2010GL043067,"Clift, P. D.",Enhanced global continental erosion and exhumation driven by Oligo-Miocene climate change.,Geophysical Research Letters,"Surface erosion is the most significant process responsible for the recycling of continental crust into the upper mantle, and controls both exhumation in mountain belts and the long-term global climate via chemical weathering. Earlier studies have highlighted the importance of climate instability since the onset of Northern Hemispheric Glaciation (������3 Ma) as being the primary influence causing high erosion rates since that time. Here I show that synchronous pulses of erosion and exhumation occurred across Eurasia, in North America and in Africa starting after 33 Ma, with a prominent peak around 16 Ma. Correlation of these erosional events with changes in global climate suggests that they are controlled by surface processes. Because these climate events involve both cooling and warming periods the importance of increased seasonality is emphasized as being the key factor in controlling global erosion and exhumation throughout the Cenozoic.",2010,NA,Journal article,climate change; erosion; glaciers; global warming; seasonal variation; seasonality; weathering,cabdirect,NA,Adrienne,,,Paleo,,
2924,10.1007/s00442-010-1749-3,"Griffith, A. B.; Loik, M. E.",Effects of climate and snow depth on population dynamics at high elevation.,Oecologia,"Invasive plants are thought to be especially capable of range shifts or expansion in response to climate change due to high dispersal and colonization abilities. Although highly invasive throughout the Intermountain West, the presence and impact of the grass <i xmlns=""http://www.w3.org/1999/xhtml"">Bromus tectorum</i> has been limited at higher elevations in the eastern Sierra Nevada, potentially due to extreme wintertime conditions. However, climate models project an upward elevational shift of climate regimes in the Sierra Nevada that could favor <i xmlns=""http://www.w3.org/1999/xhtml"">B. tectorum</i> expansion. This research specifically examined the effects of experimental snow depth manipulations and interannual climate variability over 5 years on <i xmlns=""http://www.w3.org/1999/xhtml"">B. tectorum</i> populations at high elevation (2,175 m). Experimentally-increased snow depth had an effect on phenology and biomass, but no effect on individual fecundity. Instead an experimentally-increased snowpack inhibited population growth in 1 year by reducing seedling emergence and early survival. A similar negative effect of increased snow was observed 2 years later. However, a strong negative effect on <i xmlns=""http://www.w3.org/1999/xhtml"">B. tectorum</i> was also associated with a naturally low-snow winter, when seedling emergence was reduced by 86%. Across 5 years, winters with greater snow cover and a slower accumulation of degree-days coincided with higher <i xmlns=""http://www.w3.org/1999/xhtml"">B. tectorum</i> seedling density and population growth. Thus, we observed negative effects associated with both experimentally-increased and naturally-decreased snowpacks. It is likely that the effect of snow at high elevation is nonlinear and differs from lower elevations where wintertime germination can be favorable. Additionally, we observed a doubling of population size in 1 year, which is alarming at this elevation.",2010,NA,Journal article,biomass; climate; climate change; germination; height; invasive species; phenology; population dynamics; population growth; seedling emergence; seedlings; snow; weeds; winter; geographical distribution,cabdirect,NA,Adrienne,No,Maybe,No,California,
2938,10.1029/2010WR009162,"Arrigoni, A. S.; Greenwood, M. C.; Moore, J. N.","Relative impact of anthropogenic modifications versus climate change on the natural flow regimes of rivers in the Northern Rocky Mountains, United States.",Water Resources Research,"We studied discharge data from stream gauges located in natural and anthropogenically modified river basins of the Northern Rocky Mountains over 59 years. We applied linear and nonlinear models to the data to determine what, if any, alterations have occurred in the annual flow regimes. By comparing the different results from the natural and anthropogenically modified river basins, we were able to distinguish the impacts that climate change and anthropogenic modifications have had on flow regimes in the Northern Rocky Mountains over the period of record. We found that regional climate change has not significantly altered the natural flow regimes. However, we did find an underlying cyclical pattern in the total amount of annual discharge in both the natural and anthropogenically modified river basins. This suggests a strong link between the quantity of runoff and some kind of hydroclimatologic cycle. Conversely, direct basin anthropogenic modifications such as damming, irrigation, and urbanization have caused a decrease in the difference between the minimum and maximum annual discharges and a decrease in the daily variations of flows across the Northern Rocky Mountains. In general, direct anthropogenic modifications of the river basins have altered the flow regimes to a much greater extent than climate change.",2010,NA,Journal article,climate; climate change; discharge; effects; gauges; impact; irrigation; models; mountains; rivers; runoff; urbanization; water resources; watersheds,cabdirect,NA,Adrienne,Yes,Yes,Yes,extremely relevant,
2959,10.1007/s10584-010-9856-z,"Vano, J. A.; Scott, M. J.; Voisin, N.; St������ckle, C. O.; Hamlet, A. F.; Mickelson, K. E. B.; Elsner, M. M.; Lettenmaier, D. P.","Climate change impacts on water management and irrigated agriculture in the Yakima River Basin, Washington, USA.",Climatic Change,"The Yakima River Reservoir system supplies water to ���������180,000 irrigated hectares through the operation of five reservoirs with cumulative storage of ���������30% mean annual river flow. Runoff is derived mostly from winter precipitation in the Cascade Mountains, much of which is stored as snowpack. Climate change is expected to result in earlier snowmelt runoff and reduced summer flows. Effects of these changes on irrigated agriculture were simulated using a reservoir system model coupled to a hydrological model driven by downscaled scenarios from 20 climate models archived by the 2007 Intergovernmental Panel on Climate Change (IPCC) Fourth Assessment Report. We find earlier snowmelt results in increased water delivery curtailments. Historically, the basin experienced substantial water shortages in 14% of years. Without adaptations, for IPCC A1B global emission scenarios, water shortages increase to 27% (13% to 49% range) in the 2020s, to 33% in the 2040s, and 68% in the 2080s. For IPCC B1 emissions scenarios, shortages occur in 24% (7% to 54%) of years in the 2020s, 31% in the 2040s and 43% in the 2080s. Historically unprecedented conditions where senior water rights holders suffer shortfalls occur with increasing frequency in both A1B and B1 scenarios. Economic losses include expected annual production declines of 5%-16%, with greater probabilities of operating losses for junior water rights holders.",2010,NA,Journal article,assessment; climate; climate change; emissions; hydrology; international organizations; losses; models; mountains; reservoirs; rivers; runoff; summer; water management; water rights; watersheds; winter,cabdirect,NA,Adrienne,Yes,Yes,Yes,,
3040,10.1007/s00267-010-9427-0,"Prato, T.; Zeyuan, Q.; Pederson, G.; Fagre, D.; Bengtson, L. E.; Williams, J. R.",Potential economic benefits of adapting agricultural production systems to future climate change.,Environmental Management,"Potential economic impacts of future climate change on crop enterprise net returns and annual net farm income (NFI) are evaluated for small and large representative farms in Flathead Valley in Northwest Montana. Crop enterprise net returns and NFI in an historical climate period (1960-2005) and future climate period (2006-2050) are compared when agricultural production systems (APSs) are adapted to future climate change. Climate conditions in the future climate period are based on the A1B, B1, and A2 CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> emission scenarios from the Intergovernmental Panel on Climate Change Fourth Assessment Report. Steps in the evaluation include: (1) specifying crop enterprises and APSs (i.e., combinations of crop enterprises) in consultation with locals producers; (2) simulating crop yields for two soils, crop prices, crop enterprises costs, and NFIs for APSs; (3) determining the dominant APS in the historical and future climate periods in terms of NFI; and (4) determining whether NFI for the dominant APS in the historical climate period is superior to NFI for the dominant APS in the future climate period. Crop yields are simulated using the Environmental/Policy Integrated Climate (EPIC) model and dominance comparisons for NFI are based on the stochastic efficiency with respect to a function (SERF) criterion. Probability distributions that best fit the EPIC-simulated crop yields are used to simulate 100 values for crop yields for the two soils in the historical and future climate periods. Best-fitting probability distributions for historical inflation-adjusted crop prices and specified triangular probability distributions for crop enterprise costs are used to simulate 100 values for crop prices and crop enterprise costs. Averaged over all crop enterprises, farm sizes, and soil types, simulated net return per ha averaged over all crop enterprises decreased 24% and simulated mean NFI for APSs decreased 57% between the historical and future climate periods. Although adapting APSs to future climate change is advantageous (i.e., NFI with adaptation is superior to NFI without adaptation based on SERF), in six of the nine cases in which adaptation is advantageous, NFI with adaptation in the future climate period is inferior to NFI in the historical climate period. Therefore, adaptation of APSs to future climate change in Flathead Valley is insufficient to offset the adverse impacts on NFI of such change.",2010,NA,Journal article,adaptation; agricultural production; climate change; costs; crop yield; farm income; prices,cabdirect,NA,Adrienne,Maybe,Yes,Yes,,Yes
3070,10.1111/j.1365-2486.2010.02166.x,"Chen PeiYu; Welsh, C.; Hamann, A.",Geographic variation in growth response of Douglas-fir to interannual climate variability and projected climate change.,Global Change Biology,"We used 179 tree ring chronologies of Douglas-fir [<i xmlns=""http://www.w3.org/1999/xhtml"">Pseudotsuga menziesii</i> (Mirb.) Franco] from the International Tree-Ring Data Bank to study radial growth response to historical climate variability. For the coastal variety of Douglas-fir, we found positive correlations of ring width with summer precipitation and temperature of the preceding winter, indicating that growth of coastal populations was limited by summer dryness and that photosynthesis in winter contributed to growth. For the interior variety, low precipitation and high growing season temperatures limited growth. Based on these relationships, we chose a simple heat moisture index (growing season temperature divided by precipitation of the preceding winter and current growing season) to predict growth response for the interior variety. For 105 tree ring chronologies or 81% of the interior samples, we found significant linear correlations with this heat moisture index, and moving correlation functions showed that the response was stable over time (1901-1980). We proceeded to use those relationships to predict regional growth response under 18 climate change scenarios for the 2020s, 2050s, and 2080s with unexpected results: for comparable changes in heat moisture index, the most southern and outlying populations of Douglas-fir in Mexico showed the least reduction in productivity. Moderate growth reductions were found in the southern United States, and strongly negative response in the central Rocky Mountains. Growth reductions were further more pronounced for high than for low elevation populations. Based on regional differences in the slope of the growth-climate relationship, we propose that southern populations are better adapted to drought conditions and could therefore contain valuable genotypes for reforestation under climate change. The results support the view that climate change may impact species not just at the trailing edges but throughout their range due to genetic adaptation of populations to local environments.",2010,NA,Journal article,afforestation; climate; climate change; coastal areas; databases; dendrochronology; dendroclimatology; drought; ecology; genotypes; growth; growth rings; history; mountains; photosynthesis; precipitation; productivity; relationships; summer; temperature; trees; varieties; woody plants,cabdirect,NA,Adrienne,Yes,Yes,Yes,,
2946,10.1016/j.yqres.2010.08.013,"Whitlock, C.; Briles, C. E.; Fernandez, M. C.; Gage, J.","Holocene vegetation, fire and climate history of the Sawtooth Range, central Idaho, USA.",Quaternary Research,"The paucity of low- and middle-elevation paleoecologic records in the Northern Rocky Mountains limits our ability to assess current environmental change in light of past conditions. A 10,500-yr-long vegetation, fire and climate history from Lower Decker Lake in the Sawtooth Range provides information from a new region. Initial forests dominated by pine and Douglas-fir were replaced by open Douglas-fir forest at 8420 cal yr BP, marking the onset of warmer conditions than present. Presence of closed Douglas-fir forest between 6000 and 2650 cal yr BP suggests heightened summer drought in the middle Holocene. Closed lodgepole pine forest developed at 2650 cal yr BP and fires became more frequent after 1450 cal yr BP. This shift from Douglas-fir to lodgepole pine forest was probably facilitated by a combination of cooler summers, cold winters, and more severe fires than before. Five drought episodes, including those at 8200 cal yr BP and during the Medieval Climate Anomaly, were registered by brief intervals of lodgepole pine decline, an increase in fire activity, and mistletoe infestation. The importance of a Holocene perspective when assessing the historical range of variability is illustrated by the striking difference between the modern forest and that which existed 3000 yr ago.",2011,NA,Journal article,climate; climate change; fire ecology; fire effects; forest fires; mountain areas; palaeobotany; palaeoclimatology; palaeoecology; palaeontology,cabdirect,NA,Adrienne,Yes,No,Paleo,,
2913,10.1007/s10584-011-0326-z,"Isaak, D. J.; Wollrab, S.; Horan, D.; Chandler, G.",Climate change effects on stream and river temperatures across the northwest U.S. from 1980-2009 and implications for salmonid fishes.,Climatic Change,"Thermal regimes in rivers and streams are fundamentally important to aquatic ecosystems and are expected to change in response to climate forcing as the Earth's temperature warms. Description and attribution of stream temperature changes are key to understanding how these ecosystems may be affected by climate change, but difficult given the rarity of long-term monitoring data. We assembled 18 temperature time-series from sites on regulated and unregulated streams in the northwest U.S. to describe historical trends from 1980-2009 and assess thermal consistency between these stream categories. Statistically significant temperature trends were detected across seven sites on unregulated streams during all seasons of the year, with a cooling trend apparent during the spring and warming trends during the summer, fall, and winter. The amount of warming more than compensated for spring cooling to cause a net temperature increase, and rates of warming were highest during the summer (raw trend=0.17������C/decade; reconstructed trend=0.22������C/decade). Air temperature was the dominant factor explaining long-term stream temperature trends (82-94% of trends) and inter-annual variability (48-86% of variability), except during the summer when discharge accounted for approximately half (52%) of the inter-annual variation in stream temperatures. Seasonal temperature trends at eleven sites on regulated streams were qualitatively similar to those at unregulated sites if two sites managed to reduce summer and fall temperatures were excluded from the analysis. However, these trends were never statistically significant due to greater variation among sites that resulted from local water management policies and effects of upstream reservoirs. Despite serious deficiencies in the stream temperature monitoring record, our results suggest many streams in the northwest U.S. are exhibiting a regionally coherent response to climate forcing. More extensive monitoring efforts are needed as are techniques for short-term sensitivity analysis and reconstructing historical temperature trends so that spatial and temporal patterns of warming can be better understood. Continuation of warming trends this century will increasingly stress important regional salmon and trout resources and hamper efforts to recover these species, so comprehensive vulnerability assessments are needed to provide strategic frameworks for prioritizing conservation efforts.",2012,NA,Journal article,air; air temperature; analysis; aquatic animals; aquatic environment; aquatic organisms; climate; climate change; cooling; descriptions; discharge; ecosystems; history; monitoring; policy; reservoirs; rivers; seasons; sensitivity analysis; streams; stress; summer; techniques; temperature; time series; trends; variation; water management; winter,cabdirect,NA,Adrienne,Yes,Yes,Yes,looks very relevant,
2965,10.1111/j.1365-2486.2011.02574.x,"Keeling, E. G.; Sala, A.",Changing growth response to wildfire in old-growth ponderosa pine trees in montane forests of north central Idaho.,Global Change Biology,"North American fire-adapted forests are experiencing changes in fire frequency and climate. These novel conditions may alter postwildfire responses of fire-adapted trees that survive fires, a topic that has received little attention. Historical, frequent, low-intensity wildfire in many fire-adapted forests is generally thought to have a positive effect on the growth and vigor of trees that survive fires. Whether such positive effects can persist under current and future climate conditions is not known. Here, we evaluate long-term responses to recurrent 20th-century fires in ponderosa pine, a fire-adapted tree species, in unlogged forests in north central Idaho. We also examine short-term responses to individual 20th-century fires and evaluate whether these responses have changed over time and whether potential variability relates to climate variables and time since last fire. Growth responses were assessed by comparing tree-ring measurements from trees in stands burned repeatedly during the 20th century at roughly the historical fire frequency with trees in paired control stands that had not burned for at least 70 years. Contrary to expectations, only one site showed significant increases in long-term growth responses in burned stands compared with control stands. Short-term responses showed a trend of increasing negative effects of wildfire (reduced diameter growth in the burned stand compared with the control stand) in recent years that had drier winters and springs. There was no effect of time since the previous fire on growth responses to fire. The possible relationships of novel climate conditions with negative tree growth responses in trees that survive fire are discussed. A trend of negative growth responses to wildfire in old-growth forests could have important ramifications for forest productivity and carbon balance under future climate scenarios.",2012,NA,Journal article,adverse effects; climate; climate change; ecology; effects; fire ecology; fires; forests; growth; history; increment; measurement; mountain forests; old-growth forests; pines; productivity; relationships; trees; wildfires; woody plants,cabdirect,NA,Adrienne,Yes,Yes,Yes,,
3064,10.1111/j.1365-2486.2011.02577.x,"O'Halloran, T. L.; Law, B. E.; Goulden, M. L.; Wang, Z. S.; Barr, J. G.; Schaaf, C.; Brown, M.; Fuentes, J. D.; G������ckede, M.; Black, A.; Engel, V.",Radiative forcing of natural forest disturbances.,Global Change Biology,"Forest disturbances are major sources of carbon dioxide to the atmosphere, and therefore impact global climate. Biogeophysical attributes, such as surface albedo (reflectivity), further control the climate-regulating properties of forests. Using both tower-based and remotely sensed data sets, we show that natural disturbances from wildfire, beetle outbreaks, and hurricane wind throw can significantly alter surface albedo, and the associated radiative forcing either offsets or enhances the CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> forcing caused by reducing ecosystem carbon sequestration over multiple years. In the examined cases, the radiative forcing from albedo change is on the same order of magnitude as the CO<sub xmlns=""http://www.w3.org/1999/xhtml"">2</sub> forcing. The net radiative forcing resulting from these two factors leads to a local heating effect in a hurricane-damaged mangrove forest in the subtropics, and a cooling effect following wildfire and mountain pine beetle attack in boreal forests with winter snow. Although natural forest disturbances currently represent less than half of gross forest cover loss, that area will probably increase in the future under climate change, making it imperative to represent these processes accurately in global climate models.",2012,NA,Journal article,atmosphere; boreal forests; carbon dioxide; carbon sequestration; climate; climate change; cooling; ecology; ecosystems; fires; forcing; forest trees; forests; heating; hurricanes; mangrove forests; mangroves; models; outbreaks; snow; storms; subtropics; trees; wildfires; wind; woody plants,cabdirect,NA,Adrienne,Yes,Yes,Yes,includes Oregon and BC pine beetle case study,
2945,10.1007/s11069-012-0384-1,"Sohrabi, M. M.; Ryu, J. H.; Abatzoglou, J.; Tracy, J.","Climate extreme and its linkage to regional drought over Idaho, USA.",Natural Hazards,"To investigate consequences of climate extreme and variability on agriculture and regional water resource, twenty-seven climatic indices of temperature and precipitation over Idaho, USA, were computed. Precipitation, mean temperature and maximum temperature, self-calibrated Palmer Drought Index and Standardized Precipitation Index for 1-, 3-, 6- and 12-month time scales were used to identify spatial and temporal distribution of climatic extreme and variability as well as drought frequency and magnitude. Seven oceanic indices were also used to detect teleconnections between climatic indices and regional droughts. The analyses were conducted for 56 meteorological stations, during 1962-2008, characterized by a long-term and high-quality data set. The result indicates that decreasing trends and increasing trends are identified for precipitation and temperature, respectively. Consequently, it appears that frost and ice days dwindle as growing season (May-August) length, tropical nights and summer days increase. Given current climate conditions, the results also imply that these trends will continue in the future possibly driven by uncertain climate variability. We anticipate that these indices explained by teleconnections will improve drought-forecasting capability in this region.",2013,NA,Journal article,climate change; drought; precipitation; temperature,cabdirect,NA,Adrienne,Yes,Yes,Yes,,
