alternative.id,container.title,created,DOI,funder,publisher,reference.count,score,source,subject,title,subtitle,type,URL,author,issue,volume
,River Systems,2010-08-14,10.1127/1868-5749/2010/001-0006,NULL,Schweizerbart,0,74.300095,Crossref,,The importance of structural features for spawning habitat of nase <i>Chondrostoma nasus</i> (L.) and barbel <i>Barbus barbus</i> (L.) in a pre-Alpine river,NA,journal-article,http://dx.doi.org/10.1127/1868-5749/2010/001-0006,Andreas H.; Stefan Schmutz,NA,NA
,River Research and Applications,2012-12-21,10.1002/rra.2628,NULL,Wiley-Blackwell,25,74.31562,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry",USING A NON-PHYSICAL BEHAVIOURAL BARRIER TO ALTER MIGRATION ROUTING OF JUVENILE CHINOOK SALMON IN THE SACRAMENTO-SAN JOAQUIN RIVER DELTA,NON-PHYSICAL BARRIER FOR ROUTING OF JUVENILE SALMON,journal-article,http://dx.doi.org/10.1002/rra.2628,R. W. Perry; J. G. Romine; N. S. Adams; A. R. Blake; J. R. Burau; S. V. Johnston; T. L. Liedtke,2,30
,River Research and Applications,2016-03-10,10.1002/rra.3007,NULL,Wiley-Blackwell,48,74.31562,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry",The Migratory Behaviour and Fallback Rate of Landlocked Atlantic Salmon (Salmo salar)in a Regulated River: does Timing Matter?,Migratory Behaviour and Fallback Rate of Landlocked Atlantic Salmon,journal-article,http://dx.doi.org/10.1002/rra.3007,A. Hagelin; O. Calles; L. Greenberg; D. Nyqvist; E. Bergman,6,32
,River Research and Applications,2015-06-20,10.1002/rra.2926,"list(name = ""European Regional Development Fund"")",Wiley-Blackwell,60,74.31562,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry",Post-Spawning Survival and Downstream Passage of Landlocked Atlantic Salmon (Salmo salar) in a Regulated River: Is There Potential for Repeat Spawning?,Post-Spawning Survival and Migration of Landlocked Atlantic Salmon,journal-article,http://dx.doi.org/10.1002/rra.2926,D. Nyqvist; O. Calles; E. Bergman; A. Hagelin; L. A. Greenberg,5,32
,Geochronometria,2017-01-20,10.1515/geochr-2015-0039,"list(name = ""Fortum Environmental Fund"")",Walter de Gruyter GmbH,2,74.323006,Crossref,,"Electron spin resonance signals of quartz in present-day river bed sediments and possible source rocks in the Kizu River basin, Western Japan",NA,journal-article,http://dx.doi.org/10.1515/geochr-2015-0039,Aiko Shimada; Masashi Takada; Shin Toyoda,1,43
,Journal of Lake Sciences,2015-07-14,10.18307/2003.sup13,NULL,Journal of Lake Sciences,6,74.426834,Crossref,,Impact of Climate change on the Runoffs from Hanjiang River and Ganjiang River in the Yangtze River Basin,NA,journal-article,http://dx.doi.org/10.18307/2003.sup13,CHEN Deliang; NA NA; GAO Ge,Z1,15
,The Western Historical Quarterly,2008-02-07,10.2307/4144839,NULL,Oxford University Press (OUP),0,74.4966,Crossref,History,The Fraser River Humbug: Americans and Gold in the British Pacific Northwest,NA,journal-article,http://dx.doi.org/10.2307/4144839,Robert E. Ficken,3,33
S0921818112000422,Global and Planetary Change,2012-03-20,10.1016/j.gloplacha.2012.03.002,NULL,Elsevier BV,45,74.50947,Crossref,"Global and Planetary Change,Oceanography","Assessing streamflow sensitivity to temperature increases in the Salmon River Basin, Idaho",NA,journal-article,http://dx.doi.org/10.1016/j.gloplacha.2012.03.002,Chunling Tang; Benjamin T. Crosby; Joseph M. Wheaton; Thomas C. Piechota,NA,88-89
531,Theoretical and Applied Climatology,2011-10-04,10.1007/s00704-011-0531-8,NULL,Springer Nature,57,74.518425,Crossref,Atmospheric Science,"Climate change impacts on spatial patterns in drought risk in the Willamette River Basin, Oregon, USA",NA,journal-article,http://dx.doi.org/10.1007/s00704-011-0531-8,Il Won Jung; Heejun Chang,3-4,108
,Hydrological Processes,2010-09-01,10.1002/hyp.7842,NULL,Wiley-Blackwell,77,74.518425,Crossref,Water Science and Technology,"Assessment of future runoff trends under multiple climate change scenarios in the Willamette River Basin, Oregon, USA",NA,journal-article,http://dx.doi.org/10.1002/hyp.7842,Il-Won Jung; Heejun Chang,2,25
,Political Science Quarterly,2006-04-17,10.2307/2145765,NULL,Wiley-Blackwell,0,74.549065,Crossref,Sociology and Political Science,Uncle Sam in the Pacific Northwest: Federal Management of Natural Resources in the Columbia River Valley.,NA,journal-article,http://dx.doi.org/10.2307/2145765,John D. Millett; Charles McKinley,1,68
,River Research and Applications,2009-11-23,10.1002/rra.1323,NULL,Wiley-Blackwell,58,74.562515,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","Downstream channel changes after a small dam removal: Using aerial photos and measurement error for context; Calapooia River, Oregon",NA,journal-article,http://dx.doi.org/10.1002/rra.1323,Cara Walter; Desiree D. Tullos,10,26
,The American Journal of International Law,2006-04-21,10.2307/2197139,NULL,JSTOR,0,74.6042,Crossref,"Political Science and International Relations,Law",United States of America--Canada: Treaty Relating to Cooperative Development of the Water Resources of the Columbia River Basin,NA,journal-article,http://dx.doi.org/10.2307/2197139,NaN,4,59
,River Research and Applications,2015-03-16,10.1002/rra.2888,NULL,Wiley-Blackwell,45,74.66886,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","River Temperature Modelling by Strahler Order at the Regional Scale in the Loire River Basin, France",River Temperature Modelling by Strahler Order,journal-article,http://dx.doi.org/10.1002/rra.2888,A. Beaufort; F. Moatar; F. Curie; A. Ducharne; V. Bustillo; D. Thiéry,4,32
,Quarterly Journal of the Royal Meteorological Society,2010-07-03,10.1002/qj.49706427514,NULL,Wiley-Blackwell,0,74.66886,Crossref,Atmospheric Science,"River flow record of the Ness Basin. Series A, River Garry; Series B, River Moriston; Series C, River Ness. By W. N. McClean, M.A., London, (River Flow Record) [1937] Sheets (21 × 22 in.) 15 in each series, portfolio (22 × 15 in.). Price of each series, c",NA,journal-article,http://dx.doi.org/10.1002/qj.49706427514,NaN,275,64
10.1080/15715124.2015.1013037,International Journal of River Basin Management,2015-03-11,10.1080/15715124.2015.1013037,NULL,Informa UK Limited,45,74.67273,Crossref,Water Science and Technology,A critical review of integrated river basin management in the upper Blue Nile river basin: the case of Ethiopia,NA,journal-article,http://dx.doi.org/10.1080/15715124.2015.1013037,Desale Kidane Asmamaw,4,13
10.1080/15715124.2013.865636,International Journal of River Basin Management,2013-11-19,10.1080/15715124.2013.865636,NULL,Informa UK Limited,32,74.73392,Crossref,Water Science and Technology,"Climate change impacts on multi-objective reservoir management: case study on the Seine River basin, France",NA,journal-article,http://dx.doi.org/10.1080/15715124.2013.865636,David Dorchies; Guillaume Thirel; Maxime Jay-Allemand; Mathilde Chauveau; Florine Dehay; Pierre-Yves Bourgin; Charles Perrin; Claudine Jost; Jean-Louis Rizzoli; Stéphane Demerliac; Régis Thépot,NA,NA
,American Midland Naturalist,2006-04-24,10.2307/2422984,NULL,JSTOR,0,74.73706,Crossref,"Ecology, Evolution, Behavior and Systematics",A New Phlox from the Snake River Canyon Idaho-Oregon,NA,journal-article,http://dx.doi.org/10.2307/2422984,Edgar T. Wherry; Lincoln Constance,2,19
10.1139/e80-067,Canadian Journal of Earth Sciences,2011-04-23,10.1139/e80-067,NULL,Canadian Science Publishing,0,74.76914,Crossref,Earth and Planetary Sciences(all),"Structural and stratigraphic setting of the Downie slide, Columbia River valley, British Columbia",NA,journal-article,http://dx.doi.org/10.1139/e80-067,Richard L. Brown; John F. Psutka,6,17
,River Research and Applications,2006-09-22,10.1002/rra.957,NULL,Wiley-Blackwell,32,74.78232,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","Experimental evaluation of fishway modifications on the passage behaviour of adult Chinook salmon and steelhead at Lower Granite Dam, Snake River, USA",NA,journal-article,http://dx.doi.org/10.1002/rra.957,George P. Naughton; Christopher C. Caudill; Christopher A. Peery; Tami S. Clabough; Michael A. Jepson; Theodore C. Bjornn; Lowell C. Stuehrenberg,1,23
,River Research and Applications,2005-06-08,10.1002/rra.823,NULL,Wiley-Blackwell,48,74.78232,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry",Habitat quality of historic Snake River fall Chinook salmon spawning locations and implications for incubation survival. Part 1: substrate quality,NA,journal-article,http://dx.doi.org/10.1002/rra.823,Timothy P. Hanrahan; David R. Geist; Evan V. Arntzen,5,21
,River Research and Applications,2005-06-08,10.1002/rra.824,NULL,Wiley-Blackwell,47,74.78232,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry",Habitat quality of historic Snake River fall Chinook salmon spawning locations and implications for incubation survival. Part 2: intra-gravel water quality,NA,journal-article,http://dx.doi.org/10.1002/rra.824,Phillip A. Groves; James A. Chandler,5,21
10.1080/15715124.2006.9635279,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2006.9635279,NULL,Informa UK Limited,139,74.785416,Crossref,Water Science and Technology,"Emerging concepts for management of river ecosystems and challenges to applied integration of physical and biological sciences in the Pacific Northwest, USA*",NA,journal-article,http://dx.doi.org/10.1080/15715124.2006.9635279,Bruce Rieman; Jason Dunham; James Clayton,2,4
,Water Policy,2016-02-20,10.2166/wp.2016.150,NULL,IWA Publishing,0,74.82062,Crossref,"Geography, Planning and Development,Management, Monitoring, Policy and Law,Water Science and Technology",The Columbia River Treaty: the politics and possibilities for change,NA,journal-article,http://dx.doi.org/10.2166/wp.2016.150,P. I. Wilson,4,18
,Ethnohistory,2007-09-25,10.1215/00141801-2007-026,NULL,Duke University Press,0,74.82062,Crossref,"History,Anthropology","""Complete Liberty""? Gender, Sexuality, Race, and Social Change on the Lower Columbia River, 1805-1838",NA,journal-article,http://dx.doi.org/10.1215/00141801-2007-026,G. Whaley,4,54
S0033589400023541,Quaternary Research,2006-07-20,10.1016/0033-5894(92)90005-4,NULL,Cambridge University Press (CUP),45,74.82062,Crossref,"Earth-Surface Processes,Earth and Planetary Sciences(all)",Response of the Columbia River Fluvial System to Holocene Climatic Change,NA,journal-article,http://dx.doi.org/10.1016/0033-5894(92)90005-4,James C. Chatters; Karin A. Hoover,01,37
10.1898/NWNBR09-01.1,Northwestern Naturalist,2009-12-22,10.1898/nwnbr09-01.1,NULL,Northwestern Naturalist,0,74.82177,Crossref,"Earth and Planetary Sciences(all),Environmental Science(all)","Skeena River Fish and Their Habitat AllenS Gottesfeld , KenA Rabnett . SKEENA RIVER FISH AND THEIR HABITAT. 2008. Ecotrust, Portland, OR. distributed by Oregon State University Press (distributed in Canada by University of British Columbia Press). Paperback, 352 p. ISBN 978-0-9779332-5-9. US $29.95..",NA,journal-article,http://dx.doi.org/10.1898/nwnbr09-01.1,John McMillan,3,90
,River Research and Applications,2008-03-25,10.1002/rra.1098,NULL,Wiley-Blackwell,27,74.90296,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","Larval fish catches in the lower Milk River, Montana in relation to timing and magnitude of spring discharge",NA,journal-article,http://dx.doi.org/10.1002/rra.1098,Julie Bednarski; Shannon E. Miller; Dennis L. Scarnecchia,6,24
,River Research and Applications,2008-04-11,10.1002/rra.1159,NULL,Wiley-Blackwell,1,74.90296,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","Erratum: Larval fish catches in the lower Milk River, Montana in relation to timing and magnitude of spring discharge",NA,journal-article,http://dx.doi.org/10.1002/rra.1159,Julie Bednarski; Shannon E. Miller; Dennis L. Scarnecchia,7,24
,Wiley Interdisciplinary Reviews: Climate Change,2014-09-17,10.1002/wcc.306,NULL,Wiley-Blackwell,91,74.93668,Crossref,"Geography, Planning and Development,Atmospheric Science,Global and Planetary Change",Climate change and International River Boundaries: fixed points in shifting sands,Climate change and International River Boundaries,journal-article,http://dx.doi.org/10.1002/wcc.306,Sam Grainger; Declan Conway,6,5
AD4627E5-16F7-11D7-8645000102C1865D,AAPG Bulletin,2002-12-31,10.1306/ad4627e5-16f7-11d7-8645000102c1865d,NULL,American Association of Petroleum Geologists AAPG/Datapages,0,74.97119,Crossref,"Fuel Technology,Earth and Planetary Sciences (miscellaneous),Energy Engineering and Power Technology,Geology,Geochemistry and Petrology","Scappoose Formation, Columbia County, Oregon: New Evidence of Age and Relation to Columbia River Basalt Group",NA,journal-article,http://dx.doi.org/10.1306/ad4627e5-16f7-11d7-8645000102c1865d,"Robert O. Van Atta (2), Kevin B. Ke",NA,69
03B5AA7A-16D1-11D7-8645000102C1865D,AAPG Bulletin,2002-12-31,10.1306/03b5aa7a-16d1-11d7-8645000102c1865d,NULL,CrossRef Test Account,0,74.97408,Crossref,"Fuel Technology,Earth and Planetary Sciences (miscellaneous),Energy Engineering and Power Technology,Geology,Geochemistry and Petrology","Neogene Lacustrine Diatom Biostratigraphy of Western Snake River Basin, Idaho and Oregon: ABSTRACT",NA,journal-article,http://dx.doi.org/10.1306/03b5aa7a-16d1-11d7-8645000102c1865d,"William N. Krebs, J. Platt Bradbury",NA,66
10.3955/046.084.0112,Northwest Science,2009-12-29,10.3955/046.084.0112,NULL,Northwest Scientific Association,0,75.109924,Crossref,"Ecology, Evolution, Behavior and Systematics",Widespread Distribution of the Non-Native Northern Crayfish (Orconectes virilis) in the Columbia River Basin,NA,journal-article,http://dx.doi.org/10.3955/046.084.0112,Eric R. Larson; Craig A. Busack; Jon D. Anderson; Julian D. Olden,1,84
,Science,2006-10-05,10.1126/science.133.3450.389,NULL,American Association for the Advancement of Science (AAAS),0,75.15208,Crossref,General,Western Snake River Fault Zone,NA,journal-article,http://dx.doi.org/10.1126/science.133.3450.389,H. T. Stearns,3450,133
,Geographical Review,2006-05-04,10.2307/216041,NULL,JSTOR,0,75.155266,Crossref,"Earth-Surface Processes,Geography, Planning and Development",The Organic Machine: The Remaking of the Columbia River,NA,journal-article,http://dx.doi.org/10.2307/216041,Douglas Deur; Richard White,3,87
10.1139/A08-004,Environmental Reviews,2009-01-12,10.1139/a08-004,NULL,Canadian Science Publishing,175,75.201866,Crossref,Environmental Science(all),Climate change and ecosystem response in the northern Columbia River basin — A paleoenvironmental perspective,NA,journal-article,http://dx.doi.org/10.1139/a08-004,Ian R. Walker; Marlow G. Pellatt,"NA",16
10.1080/02508060008686827,Water International,2009-01-22,10.1080/02508060008686827,NULL,Informa UK Limited,58,75.201866,Crossref,"Management, Monitoring, Policy and Law,Water Science and Technology",Climate Change and Resource Management in the Columbia River Basin,NA,journal-article,http://dx.doi.org/10.1080/02508060008686827,Stewart J. Cohen; Kathleen A. Miller; Alan F. Hamlet; Wendy Avis,2,25
,River Research and Applications,2006-04-11,10.1002/rra.925,NULL,Wiley-Blackwell,35,75.23404,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","Determination of bank erodibility for natural and anthropogenic bank materials using a model of lateral migration and observed erosion along the Willamette River, Oregon, USA",NA,journal-article,http://dx.doi.org/10.1002/rra.925,Jennifer Rose Wallick; Stephen T. Lancaster; John P. Bolte,6,22
10.3955/046.087.0105,Northwest Science,2013-02-13,10.3955/046.087.0105,NULL,Northwest Scientific Association,37,75.26199,Crossref,"Ecology, Evolution, Behavior and Systematics","Reproductive Biology ofAnodonta californiensis, Gonidea angulata,andMargaritifera falcata(Bivalvia: Unionoida) in the Middle Fork John Day River, Oregon",NA,journal-article,http://dx.doi.org/10.3955/046.087.0105,Christine O'Brien; Donna Nez; David Wolf; Jayne Brim Box,1,87
10.1577/T08-108.1,Transactions of the American Fisheries Society,2009-10-06,10.1577/t08-108.1,NULL,Informa UK Limited,40,75.28623,Crossref,Aquatic Science,"Migration Characteristics of Hatchery and Natural Spring Chinook Salmon Smolts from the Grande Ronde River Basin, Oregon, to Lower Granite Dam on the Snake River",NA,journal-article,http://dx.doi.org/10.1577/t08-108.1,Fred R. Monzyk; Brian C. Jonasson; Timothy L. Hoffnagle; Patrick J. Keniry; Richard W. Carmichael; Peter J. Cleary,5,138
,River Research and Applications,2010-12-08,10.1002/rra.1476,NULL,Wiley-Blackwell,69,75.34472,Crossref,"Environmental Science(all),Water Science and Technology,Environmental Chemistry","Fish community structure associated with stabilized and unstabilized shoreline habitats, Coeur d'Alene River, Idaho, USA",NA,journal-article,http://dx.doi.org/10.1002/rra.1476,C. A. Gidley; D. L. Scarnecchia; J. A. Hansen,5,28
10.1080/15715124.2008.9635357,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2008.9635357,NULL,Informa UK Limited,27,75.35277,Crossref,Water Science and Technology,Flood risk management in the United States and the impact of Hurricane Katrina,NA,journal-article,http://dx.doi.org/10.1080/15715124.2008.9635357,Gerald E. Galloway,4,6
10.2307/westhistquar.45.1.0087,The Western Historical Quarterly,2014-03-20,10.2307/westhistquar.45.1.0087,NULL,Oxford University Press (OUP),0,75.37499,Crossref,History,"The Columbia River Treaty Revisited: Transboundary River Governance in the Face of Uncertainty. Edited by Barbara Cosens. (Corvallis: Oregon State University Press, 2012. viii + 455 pp. Maps, charts, tables, appendix, notes, bibliography, index. $29.95, paper.)",NA,journal-article,http://dx.doi.org/10.2307/westhistquar.45.1.0087,NaN,1,45
,River Teeth: A Journal of Nonfiction Narrative,2011-03-20,10.1353/rvt.2011.0010,NULL,Johns Hopkins University Press,0,75.45541,Crossref,,Poor White,NA,journal-article,http://dx.doi.org/10.1353/rvt.2011.0010,Bob Cowser,2,12
10.1080/15715124.2011.553832,International Journal of River Basin Management,2011-03-13,10.1080/15715124.2011.553832,NULL,Informa UK Limited,52,75.45644,Crossref,Water Science and Technology,Managing international river basins: reviewing India–Bangladesh transboundary water issues,NA,journal-article,http://dx.doi.org/10.1080/15715124.2011.553832,Aditya Sood; Bala Krishna Prasad Mathukumalli,1,9
10.1080/15715124.2011.640637,International Journal of River Basin Management,2012-01-04,10.1080/15715124.2011.640637,NULL,Informa UK Limited,31,75.45644,Crossref,Water Science and Technology,What river morphology after restoration? The methodology VALURI,NA,journal-article,http://dx.doi.org/10.1080/15715124.2011.640637,Andrea Nardini; Sara Pavan,1,10
10.1080/15715121003714837,International Journal of River Basin Management,2010-08-12,10.1080/15715121003714837,NULL,Informa UK Limited,46,75.45644,Crossref,Water Science and Technology,"Assessing environmental flow requirements and trade-offs for the Lower Zambezi River and Delta, Mozambique",NA,journal-article,http://dx.doi.org/10.1080/15715121003714837,Richard Beilfuss; Cate Brown,2,8
10.1080/15715121003714951,International Journal of River Basin Management,2010-08-12,10.1080/15715121003714951,NULL,Informa UK Limited,21,75.45644,Crossref,Water Science and Technology,"Flood flows and channel conveyance in the Athabasca River Delta, Canada",NA,journal-article,http://dx.doi.org/10.1080/15715121003714951,Peter R.B. Ward; Hassen A. Yassien; Stephen J. Burges,2,8
10.1080/15715121003715057,International Journal of River Basin Management,2010-08-12,10.1080/15715121003715057,NULL,Informa UK Limited,37,75.45644,Crossref,Water Science and Technology,"Flood wash-out conditions of an exotic and invasive plant,Eragrostis curvula, in Arakawa River, Japan",NA,journal-article,http://dx.doi.org/10.1080/15715121003715057,Junji Yagisawa; Norio Tanaka,1,8
10.1080/15715124.2009.9635396,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2009.9635396,NULL,Informa UK Limited,27,75.45644,Crossref,Water Science and Technology,"Evaluation of water demand Scenarios for the Olifants River catchment, South Africa",NA,journal-article,http://dx.doi.org/10.1080/15715124.2009.9635396,Matthew McCartney; Roberto Arranz,4,7
10.1080/15715124.2003.9635188,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2003.9635188,NULL,Informa UK Limited,7,75.45644,Crossref,Water Science and Technology,Use of economic measures for establishing environmental flow in upstream river basins,NA,journal-article,http://dx.doi.org/10.1080/15715124.2003.9635188,Naoki Shirakawa; Nobuyuki Tamai,1,1
10.1080/15715124.2005.9635258,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2005.9635258,NULL,Informa UK Limited,46,75.45644,Crossref,Water Science and Technology,Stream restoration and environmental river mechanics,NA,journal-article,http://dx.doi.org/10.1080/15715124.2005.9635258,Pierre Julien; Gigi Richard; Jason Albert,3,3
10.1080/15715124.2006.9635272,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2006.9635272,NULL,Informa UK Limited,6,75.45644,Crossref,Water Science and Technology,Evaluation of river velocity and discharge with a new assimilated method,NA,journal-article,http://dx.doi.org/10.1080/15715124.2006.9635272,Yasuo Nihei; Akira Kimizu,1,4
10.1080/15715124.2005.9635268,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2005.9635268,NULL,Informa UK Limited,15,75.45644,Crossref,Water Science and Technology,Morphological numerical simulation of flood situations in the Danube River,NA,journal-article,http://dx.doi.org/10.1080/15715124.2005.9635268,Bui Minh Duc; Hans Helmut Bernhart; Horst Kleemeier,4,3
10.1080/15715124.2006.9635285,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2006.9635285,NULL,Informa UK Limited,82,75.45644,Crossref,Water Science and Technology,Effective dam removal and river channel restoration approaches,NA,journal-article,http://dx.doi.org/10.1080/15715124.2006.9635285,C. Katopodis; L.P. Aadland,3,4
10.1080/15715124.2007.9635311,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2007.9635311,NULL,Informa UK Limited,18,75.45644,Crossref,Water Science and Technology,The Ythan Project: A case study of public participation in river restoration,NA,journal-article,http://dx.doi.org/10.1080/15715124.2007.9635311,C.T. Morris,2,5
10.1080/15715124.2008.9635350,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2008.9635350,NULL,Informa UK Limited,15,75.45644,Crossref,Water Science and Technology,Field experiment to restore a gravel bar and control growth of trees in the Asahi River,NA,journal-article,http://dx.doi.org/10.1080/15715124.2008.9635350,Shiro Maeno; Satoshi Watanabe,3,6
10.1080/15715124.2009.9635376,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2009.9635376,NULL,Informa UK Limited,15,75.45644,Crossref,Water Science and Technology,Fishery resources trends and community‐based management approaches adopted in the river Titas in Bangladesh,NA,journal-article,http://dx.doi.org/10.1080/15715124.2009.9635376,M. G. Mustafa,2,7
10.1080/15715124.2009.9635398,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2009.9635398,NULL,Informa UK Limited,27,75.45644,Crossref,Water Science and Technology,A comparative study in long‐term river flow forecasting models,NA,journal-article,http://dx.doi.org/10.1080/15715124.2009.9635398,M. Reza Ghanbarpour; Karim C. Abbaspour; Keith W. Hipel,4,7
10.1080/15715124.2009.9635388,International Journal of River Basin Management,2010-08-24,10.1080/15715124.2009.9635388,NULL,Informa UK Limited,78,75.45644,Crossref,Water Science and Technology,Modelling nitrate river water quality for policy support,NA,journal-article,http://dx.doi.org/10.1080/15715124.2009.9635388,Steve G. Anthony; Martyn Silgram; Adrian L. Collins; Laura E. Fawcett,3,7
10.1080/15715124.2014.1003302,International Journal of River Basin Management,2015-02-10,10.1080/15715124.2014.1003302,NULL,Informa UK Limited,156,75.45644,Crossref,Water Science and Technology,Soil loss estimation and empirical relationships for sediment delivery ratios of European river catchments,NA,journal-article,http://dx.doi.org/10.1080/15715124.2014.1003302,Andreas Gericke,2,13
10.1080/15715124.2015.1095200,International Journal of River Basin Management,2015-12-09,10.1080/15715124.2015.1095200,NULL,Informa UK Limited,27,75.45644,Crossref,Water Science and Technology,Multi-decadal and multi-centennial variability in Colorado River streamflow,NA,journal-article,http://dx.doi.org/10.1080/15715124.2015.1095200,Sajad Ahmad Hamidi; Reza Namdar Ghanbari,2,14
10.1080/15715124.2016.1194282,International Journal of River Basin Management,2016-06-08,10.1080/15715124.2016.1194282,NULL,Informa UK Limited,93,75.45644,Crossref,Water Science and Technology,Impact of water diversion on hydrological regime of the Atreyee river of Indo-Bangladesh,NA,journal-article,http://dx.doi.org/10.1080/15715124.2016.1194282,Swades Pal,4,14
10.1080/15715124.2013.824148,International Journal of River Basin Management,2013-08-13,10.1080/15715124.2013.824148,NULL,Informa UK Limited,0,75.45644,Crossref,Water Science and Technology,Integrated management of large river systems,NA,journal-article,http://dx.doi.org/10.1080/15715124.2013.824148,Helmut Habersack; Daniel Haspel; Ian Campbell,2,11
10.1080/15715124.2014.901333,International Journal of River Basin Management,2014-03-25,10.1080/15715124.2014.901333,NULL,Informa UK Limited,3,75.45644,Crossref,Water Science and Technology,Do we need a law to protect French river corridors?,NA,journal-article,http://dx.doi.org/10.1080/15715124.2014.901333,Aude Farinetti,NA,NA
10.1080/15715124.2014.922094,International Journal of River Basin Management,2014-06-17,10.1080/15715124.2014.922094,NULL,Informa UK Limited,15,75.45644,Crossref,Water Science and Technology,Assessment of surface water quality of Songkhram River (Thailand) using environmetric techniques,NA,journal-article,http://dx.doi.org/10.1080/15715124.2014.922094,Sangam Shrestha; Somphinith Muangthong,4,12
10.1080/15715124.2014.905480,International Journal of River Basin Management,2014-04-14,10.1080/15715124.2014.905480,NULL,Informa UK Limited,32,75.45644,Crossref,Water Science and Technology,"Fractal, predictability index and variability in trends analysis of river-water dynamics",NA,journal-article,http://dx.doi.org/10.1080/15715124.2014.905480,Kulwinder Singh Parmar; Rashmi Bhardwaj,4,12
10.1080/15715124.2014.902377,International Journal of River Basin Management,2014-03-26,10.1080/15715124.2014.902377,NULL,Informa UK Limited,54,75.45644,Crossref,Water Science and Technology,Modelling of nutrient dynamics and vegetation succession in midstream sediment bars of a regulated river,NA,journal-article,http://dx.doi.org/10.1080/15715124.2014.902377,Takashi Asaeda; MD H. Rashid,2,12
10.1080/15715124.2013.794144,International Journal of River Basin Management,2013-04-18,10.1080/15715124.2013.794144,NULL,Informa UK Limited,45,75.45644,Crossref,Water Science and Technology,Modelling the impact of large impoundments on the Lower Zambezi River,NA,journal-article,http://dx.doi.org/10.1080/15715124.2013.794144,Michael Nones; Paolo Ronco; Giampaolo Di Silvio,2,11
10.1080/15715124.2014.882844,International Journal of River Basin Management,2014-01-17,10.1080/15715124.2014.882844,NULL,Informa UK Limited,48,75.45644,Crossref,Water Science and Technology,Improved streambank countermeasures: the Des Moines River (USA) case study,NA,journal-article,http://dx.doi.org/10.1080/15715124.2014.882844,Filippo Bressan; Christopher George Wilson; A.N. Thanos Papanicolaou,1,12
10.1080/15715124.2014.928303,International Journal of River Basin Management,2014-07-28,10.1080/15715124.2014.928303,NULL,Informa UK Limited,10,75.45644,Crossref,Water Science and Technology,Effects of information cascades on collaborative decision-making in river engineering projects on the Rio Grande,NA,journal-article,http://dx.doi.org/10.1080/15715124.2014.928303,Mark S. Nemeth,4,12
10.1080/15715124.2014.936876,International Journal of River Basin Management,2014-07-28,10.1080/15715124.2014.936876,NULL,Informa UK Limited,22,75.45644,Crossref,Water Science and Technology,Enhancing flood risk system robustness in practice: insights from two river valleys,NA,journal-article,http://dx.doi.org/10.1080/15715124.2014.936876,Marjolein J.P. Mens; Frans Klijn; Ralph M.J. Schielen,3,13
,River Systems,2013-07-24,10.1127/lr/17/2006/245,NULL,Schweizerbart,0,75.45644,Crossref,,A sensitivity study for the Amstel River Basin water quality model,NA,journal-article,http://dx.doi.org/10.1127/lr/17/2006/245,F. J. Elorza; J. Mira; J. Icke,1-2,17
10.1080/15715124.2017.1307846,International Journal of River Basin Management,2017-03-17,10.1080/15715124.2017.1307846,NULL,Informa UK Limited,73,75.45644,Crossref,Water Science and Technology,Methods to control bed erosion at 90° river confluence: an experimental study,NA,journal-article,http://dx.doi.org/10.1080/15715124.2017.1307846,Ananth Wuppukondur; Venu Chandra,NA,NA
,River Systems,2013-05-29,10.1127/lr/16/2005/29,"list(DOI = ""10.13039/501100003845"", name = ""Indian Institute of Technology Madras"", doi.asserted.by = ""publisher"")",Schweizerbart,0,75.45644,Crossref,,The catchment approach as the scientific basis of river basin management,NA,journal-article,http://dx.doi.org/10.1127/lr/16/2005/29,Philip J. Boon,1-2,16
