paper_id,title,agree
661,small soil storage capacity limits benefit of winter snowpack to upland vegetation.,yes
662,system dynamics to sustainable water resources management in the eastern snake plain aquifer under water supply uncertainty.,yes
663,impacts of climate change on hydrology and water resources in the boise and spokane river basins,yes
663,impacts of climate change on hydrology and water resources in the boise and spokane river basins.,yes
665,"effects of ecohydrological variables on current and future ranges, local suitability patterns, and model accuracy in big sagebrush.",yes
666,enso anomalies over the western united states: present and future patterns in regional climate simulations,yes
666,enso anomalies over the western united states: present and future patterns in regional climate simulations.,yes
668,climate and weather influences on spatial temporal patterns of mountain pine beetle populations in washington and oregon.,yes
672,higher temperatures enhance the effects of invasive sportfish on mountain zooplankton communities,yes
672,higher temperatures enhance the effects of invasive sportfish on mountain zooplankton communities.,yes
673,interactive effects of water diversion and climate change for juvenile chinook salmon in the lemhi river basin (u.s.a.).,yes
675,climate-induced shift in hydrological regime alters basal resource dynamics in a wilderness river ecosystem.,yes
678,snowpack regimes of the western united states,yes
678,snowpack regimes of the western united states.,yes
679,early indicators of change: divergent climate envelopes between tree life stages imply range shifts in the western united states.,yes
680,regional projections of the likelihood of very large wildland fires under a changing climate in the contiguous western united states.,yes
684,coastal and interior douglas-fir provenances differ in growth performance and response to drought episodes at adult age,yes
684,coastal and interior douglas-fir provenances differ in growth performance and response to drought episodes at adult age.,yes
687,area burned in the western united states is unaffected by recent mountain pine beetle outbreaks,yes
687,area burned in the western united states is unaffected by recent mountain pine beetle outbreaks.,yes
689,climate contributors to forest mosaics: ecological persistence following wildfire.,yes
690,"hydro-meteorological drivers and sources of suspended sediment flux in the pro-glacial zone of the retreating castle creek glacier, cariboo mountains, british columbia, canada",yes
690,"hydro-meteorological drivers and sources of suspended sediment flux in the pro-glacial zone of the retreating castle creek glacier, cariboo mountains, british columbia, canada.",yes
692,"application of a hybrid forest growth model to evaluate climate change impacts on productivity, nutrient cycling and mortality in a montane forest ecosystem.",yes
694,snow cover variability in a forest ecotone of the oregon cascades via modis terra products.,yes
695,influence of winter season climate variability on snow-precipitation ratio in the western united states.,yes
696,how will climate change affect wildland fire severity in the western us?,yes
697,area burned in alpine treeline ecotones reflects region-wide trends.,yes
699,"community structure, biodiversity, and ecosystem services in treeline whitebark pine communities: potential impacts from a non-native pathogen.",yes
700,the firework air quality forecast system with near-real-time biomass burning emissions: recent developments and evaluation of performance for the 2015 north american wildfire season.,yes
701,seedling regeneration in the alpine treeline ecotone: comparison of wood microsites and adjacent soil substrates.,yes
702,capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources,yes
702,capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources.,yes
703,mountain areas and global change: a view from the canadian rockies.,yes
705,montane meadows as indicators of environmental change.,yes
709,low-frequency variability in southwestern canadian stream flow: links with large-scale climate anomalies.,yes
710,"long-term interactions of climate, productivity, species richness, and growth form in relictual sagebrush steppe plant communities.",yes
712,risk effects in elk: sex-specific responses in grazing and browsing due to predation risk from wolves.,yes
715,american kestrel reproduction in southwestern idaho: annual variation and long-term trends.,yes
716,whitebark pine vulnerability to climate-driven mountain pine beetle disturbance in the greater yellowstone ecosystem.,yes
721,imputing forest carbon stock estimates from inventory plots to a nationally continuous coverage.,yes
722,why land planners and water managers don't talk to one another and why they should!,yes
723,landscape-scale eco-evolutionary dynamics: selection by seed predators and fire determine a major reproductive strategy.,yes
724,mountain pine beetles colonizing historical and naive host trees are associated with a bacterial community highly enriched in genes contributing to terpene metabolism.,yes
725,hydrothermal assessment of temporal variability in seedbed microclimate.,yes
726,"climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern cascade range, usa",yes
726,"climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern cascade range, usa.",yes
727,strong selection genome-wide enhances fitness trade-offs across environments and episodes of selection.,yes
728,exposure of u.s. national parks to land use and climate change 1900-2100.,yes
729,lilies at the limit: variation in plant-pollinator interactions across an elevational range.,yes
730,climate change in yellowstone national park: is the drought-related risk of wildfires increasing?,yes
731,"invasion of subalpine meadows by lodgepole pine in yellowstone national park, wyoming, usa",yes
731,"invasion of subalpine meadows by lodgepole pine in yellowstone national park, wyoming, usa.",yes
732,"changes in glacier and alpine runoff in the north cascade range, washington, usa 1985-1993.",yes
733,future climate in the yellowstone national park region and its potential impact on vegetation.,yes
734,demography of the yellowstone grizzly bears.,yes
737,physiology on a landscape scale: plant-animal interactions.,yes
738,the influence of fire interval and serotiny on postfire lodgepole pine density in yellowstone national park.,yes
739,quantifying relationships between bird and butterfly community shifts and environmental change.,yes
740,carbon storage on landscapes with stand-replacing fires.,yes
741,hydrologic regime and herbivory stabilize an alternative state in yellowstone national park.,yes
744,drought effects on above- and belowground production of a grazed temperate grassland ecosystem.,yes
745,effects of grazing and soil micro-climate on decomposition rates in a spatio-temporally heterogeneous grassland.,yes
748,"songbird response to increased willow (<i xmlns=""http://www.w3.org/1999/xhtml"">salix</i> spp.) growth in yellowstone's northern range.",yes
751,quantifying the relative contributions of forest change and climatic variability to hydrology in large watersheds: a critical review of research methods,yes
752,"rural nevada and climate change: vulnerability, beliefs, and risk perception.",yes
753,"climate change perception, observation and policy support in rural nevada: a comparative analysis of native americans, non-native ranchers and farmers and mainstream america.",yes
756,"disturbance, equilibrium, and environmental variability: what is 'natural' vegetation in a changing environment?",yes
757,"quantifying the contribution of glacier runoff to streamflow in the upper columbia river basin, canada",yes
760,human and climate impacts on columbia river hydrology and salmonids,yes
762,"plant succession after hydrologic disturbance: inferences from contemporary vegetation on a chronosequence of bars, willamette river, oregon, usa",yes
763,willamette river basin surface water isoscape (��18o and ��2h): temporal changes of source water within the river,yes
764,"discontinuous headwater stream networks with stable flowheads, salmon river basin, idaho",yes
771,"river connectivity and road crossing effects on floodplain vegetation of the upper columbia river, canada",yes
772,"distinguishing human and climate influences on hydrological disturbance processes in the columbia river, usa",yes
773,distinguishing human and climate influences on the columbia river: changes in mean flow and sediment transport,yes
774,"reconstructions of columbia river streamflow from tree-ring chronologies in the pacific northwest, usa",yes
776,what do stakeholders need to manage for climate change and variability? a document-based analysis from three mountain states in the western usa,yes
779,"stream temperature regimes and the distribution of the rocky mountain tailed frog at its northern range limit, southeastern british columbia",yes
780,a columbia river basalt group aquifer in sustained drought: insight from geophysical methods,yes
782,estimation of columbia river virgin flow: 1879 to 1928,yes
784,the columbia river treaty: fifty years after the handshake,yes
785,using wavelet analysis to detect changes in water temperature regimes at multiple scales: effects of multi-purpose dams in the willamette river basin,yes
787,accounting for downscaling and model uncertainty in fine-resolution seasonal climate projections over the columbia river basin,yes
788,are human values and community participation key to climate adaptation? the case of community forest organisations in british columbia,yes
791,climate change impacts on western pacific northwest prairies and savannas,yes
795,evaluating presentation formats of local climate change in community planning with regard to process and outcomes,yes
796,pacific northwest regional assessment: the impacts of climate variability and climate change on the water resources of the columbia river basin1,yes
797,seasonal climate signals from multiple tree ring metrics: a case study ofpinus ponderosain the upper columbia river basin,yes
799,seasonal hydrologic responses to climate change in the pacific northwest,yes
800,simulating columbia river flows with data from regional-scale climate models,yes
801,"spatial, temporal and frequency based climate change assessment in columbia river basin using multi downscaled-scenarios",yes
802,strategic planning for instream flow restoration: a case study of potential climate change impacts in the central columbia river basin,yes
803,"watershed response to climate change and fire-burns in the upper umatilla river basin, usa",yes
805,climate change and dryland wheat systems in the us pacific northwest,yes
807,"impact of climate change on north cascade alpine glaciers, and alpine runoff",yes
809,methods to assess between-system adaptations to climate change: dryland wheat systems in the pacific northwest united states,yes
810,impacts of climate change on electric power supply in the western united states,yes
811,quantifying the extent of and factors associated with the temporal variability of physical stream habitat in headwater streams in the interior columbia river basin,yes
815,"assessing climate-change risks to cultural and natural resources in the yakima river basin, washington, usa",yes
827,"linkages between hydrological drought, climate indices and human activities: a case study in the columbia river basin",yes
828,"projected climate change impacts on forest land cover and land use over the willamette river basin, oregon, usa",yes
829,projections of 21st century climate of the columbia river basin,yes
830,reductions in instream wood in streams near roads in the interior columbia river basin,yes
833,the effects of increased stream temperatures on juvenile steelhead growth in the yakima river basin based on projected climate change scenarios,yes
