paper_id,title,agree
656,"climatic and morphometric controls on the altitudinal range of glaciers, british columbia, canada.",yes
659,"relating climatic attributes and water resources allocation: a study using surface water supply and soil moisture indices in the snake river basin, idaho.",yes
660,"climate change predicted to shift wolverine distributions, connectivity, and dispersal corridors.",yes
661,small soil storage capacity limits benefit of winter snowpack to upland vegetation,yes
661,small soil storage capacity limits benefit of winter snowpack to upland vegetation.,yes
662,system dynamics to sustainable water resources management in the eastern snake plain aquifer under water supply uncertainty.,yes
663,impacts of climate change on hydrology and water resources in the boise and spokane river basins,yes
663,impacts of climate change on hydrology and water resources in the boise and spokane river basins.,yes
664,"quantifying the contribution of glacier runoff to streamflow in the upper columbia river basin, canada.",yes
665,"effects of ecohydrological variables on current and future ranges, local suitability patterns, and model accuracy in big sagebrush.",yes
666,enso anomalies over the western united states: present and future patterns in regional climate simulations,yes
666,enso anomalies over the western united states: present and future patterns in regional climate simulations.,yes
668,climate and weather influences on spatial temporal patterns of mountain pine beetle populations in washington and oregon.,yes
670,coupling snowpack and groundwater dynamics to interpret historical streamflow trends in the western united states.,yes
672,higher temperatures enhance the effects of invasive sportfish on mountain zooplankton communities,yes
672,higher temperatures enhance the effects of invasive sportfish on mountain zooplankton communities.,yes
673,interactive effects of water diversion and climate change for juvenile chinook salmon in the lemhi river basin (u.s.a.).,yes
674,woodland dynamics at the northern range periphery: a challenge for protected area management in a changing world.,yes
676,climate change impacts on maritime mountain snowpack in the oregon cascades.,yes
678,snowpack regimes of the western united states,yes
678,snowpack regimes of the western united states.,yes
679,early indicators of change: divergent climate envelopes between tree life stages imply range shifts in the western united states.,yes
680,regional projections of the likelihood of very large wildland fires under a changing climate in the contiguous western united states.,yes
681,mountain landscapes offer few opportunities for high-elevation tree species migration.,yes
684,coastal and interior douglas-fir provenances differ in growth performance and response to drought episodes at adult age,yes
684,coastal and interior douglas-fir provenances differ in growth performance and response to drought episodes at adult age.,yes
687,area burned in the western united states is unaffected by recent mountain pine beetle outbreaks,yes
687,area burned in the western united states is unaffected by recent mountain pine beetle outbreaks.,yes
688,which tree species and biome types are most vulnerable to climate change in the us northern rocky mountains?,yes
690,"hydro-meteorological drivers and sources of suspended sediment flux in the pro-glacial zone of the retreating castle creek glacier, cariboo mountains, british columbia, canada",yes
690,"hydro-meteorological drivers and sources of suspended sediment flux in the pro-glacial zone of the retreating castle creek glacier, cariboo mountains, british columbia, canada.",yes
691,projected major fire and vegetation changes in the pacific northwest of the conterminous united states under selected cmip5 climate futures.,yes
694,snow cover variability in a forest ecotone of the oregon cascades via modis terra products.,yes
695,influence of winter season climate variability on snow-precipitation ratio in the western united states.,yes
696,how will climate change affect wildland fire severity in the western us?,yes
697,area burned in alpine treeline ecotones reflects region-wide trends.,yes
700,the firework air quality forecast system with near-real-time biomass burning emissions: recent developments and evaluation of performance for the 2015 north american wildfire season.,yes
702,capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources,yes
702,capturing subregional variability in regional-scale climate change vulnerability assessments of natural resources.,yes
703,mountain areas and global change: a view from the canadian rockies.,yes
709,low-frequency variability in southwestern canadian stream flow: links with large-scale climate anomalies.,yes
711,"climate, hydrologic disturbance, and succession: drivers of floodplain pattern.",yes
712,risk effects in elk: sex-specific responses in grazing and browsing due to predation risk from wolves.,yes
713,"multi-season climate synchronized historical fires in dry forests (1650-1900), northern rockies, usa.",yes
715,american kestrel reproduction in southwestern idaho: annual variation and long-term trends.,yes
720,multitemporal snow cover mapping in mountainous terrain for landsat climate data record development.,yes
721,imputing forest carbon stock estimates from inventory plots to a nationally continuous coverage.,yes
723,landscape-scale eco-evolutionary dynamics: selection by seed predators and fire determine a major reproductive strategy.,yes
724,mountain pine beetles colonizing historical and naive host trees are associated with a bacterial community highly enriched in genes contributing to terpene metabolism.,yes
725,hydrothermal assessment of temporal variability in seedbed microclimate.,yes
726,"climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern cascade range, usa",yes
726,"climate, fire size, and biophysical setting control fire severity and spatial pattern in the northern cascade range, usa.",yes
728,exposure of u.s. national parks to land use and climate change 1900-2100.,yes
729,lilies at the limit: variation in plant-pollinator interactions across an elevational range.,yes
730,climate change in yellowstone national park: is the drought-related risk of wildfires increasing?,yes
731,"invasion of subalpine meadows by lodgepole pine in yellowstone national park, wyoming, usa",yes
731,"invasion of subalpine meadows by lodgepole pine in yellowstone national park, wyoming, usa.",yes
734,demography of the yellowstone grizzly bears.,yes
735,model analysis of mountain pine beetle (coleoptera: scolytidae) seasonality.,yes
738,the influence of fire interval and serotiny on postfire lodgepole pine density in yellowstone national park.,yes
744,drought effects on above- and belowground production of a grazed temperate grassland ecosystem.,yes
745,effects of grazing and soil micro-climate on decomposition rates in a spatio-temporally heterogeneous grassland.,yes
748,"songbird response to increased willow (<i xmlns=""http://www.w3.org/1999/xhtml"">salix</i> spp.) growth in yellowstone's northern range.",yes
751,quantifying the relative contributions of forest change and climatic variability to hydrology in large watersheds: a critical review of research methods,yes
752,"rural nevada and climate change: vulnerability, beliefs, and risk perception.",yes
753,"climate change perception, observation and policy support in rural nevada: a comparative analysis of native americans, non-native ranchers and farmers and mainstream america.",yes
754,spatial variability in tree regeneration after wildfire delays and dampens future bark beetle outbreaks.,yes
756,"disturbance, equilibrium, and environmental variability: what is 'natural' vegetation in a changing environment?",yes
757,"quantifying the contribution of glacier runoff to streamflow in the upper columbia river basin, canada",yes
760,human and climate impacts on columbia river hydrology and salmonids,yes
761,timing of redd construction by fall chinook salmon in the hanford reach of the columbia river,yes
762,"plant succession after hydrologic disturbance: inferences from contemporary vegetation on a chronosequence of bars, willamette river, oregon, usa",yes
763,willamette river basin surface water isoscape (��18o and ��2h): temporal changes of source water within the river,yes
771,"river connectivity and road crossing effects on floodplain vegetation of the upper columbia river, canada",yes
772,"distinguishing human and climate influences on hydrological disturbance processes in the columbia river, usa",yes
773,distinguishing human and climate influences on the columbia river: changes in mean flow and sediment transport,yes
774,"reconstructions of columbia river streamflow from tree-ring chronologies in the pacific northwest, usa",yes
775,petrophysical and geochemical properties of columbia river flood basalt: implications for carbon sequestration,yes
776,what do stakeholders need to manage for climate change and variability? a document-based analysis from three mountain states in the western usa,yes
777,evolutionary responses by native species to major anthropogenic changes to their ecosystems: pacific salmon in the columbia river hydropower system,yes
779,"stream temperature regimes and the distribution of the rocky mountain tailed frog at its northern range limit, southeastern british columbia",yes
781,climate change and extremes in the canadian columbia basin,yes
783,impact of climate change on pacific northwest hydropower,yes
784,the columbia river treaty: fifty years after the handshake,yes
789,changing streamflow on columbia basin tribal lands���climate change and salmon,yes
793,effects of climate change on hydrology and water resources in the columbia river basin,yes
795,evaluating presentation formats of local climate change in community planning with regard to process and outcomes,yes
796,pacific northwest regional assessment: the impacts of climate variability and climate change on the water resources of the columbia river basin1,yes
797,seasonal climate signals from multiple tree ring metrics: a case study ofpinus ponderosain the upper columbia river basin,yes
798,seasonal climate variability and change in the pacific northwest of the united states,yes
799,seasonal hydrologic responses to climate change in the pacific northwest,yes
801,"spatial, temporal and frequency based climate change assessment in columbia river basin using multi downscaled-scenarios",yes
802,strategic planning for instream flow restoration: a case study of potential climate change impacts in the central columbia river basin,yes
803,"watershed response to climate change and fire-burns in the upper umatilla river basin, usa",yes
805,climate change and dryland wheat systems in the us pacific northwest,yes
809,methods to assess between-system adaptations to climate change: dryland wheat systems in the pacific northwest united states,yes
810,impacts of climate change on electric power supply in the western united states,yes
811,quantifying the extent of and factors associated with the temporal variability of physical stream habitat in headwater streams in the interior columbia river basin,yes
827,"linkages between hydrological drought, climate indices and human activities: a case study in the columbia river basin",yes
828,"projected climate change impacts on forest land cover and land use over the willamette river basin, oregon, usa",yes
829,projections of 21st century climate of the columbia river basin,yes
830,reductions in instream wood in streams near roads in the interior columbia river basin,yes
833,the effects of increased stream temperatures on juvenile steelhead growth in the yakima river basin based on projected climate change scenarios,yes
