id,authors_long,author
2664,"g������lvez, f. b.",f. g������lvez
2664,"hudak, a. t.",a. hudak
2664,"keefe, r. f.",r. keefe
2665,"gray, a. n.",a. gray
2665,"kennedy, r. e.",r. kennedy
2665,"ritts, w. d.",w. ritts
2665,"turner, d. p.",d. turner
2666,"chang, t.",t. chang
2666,"hansen, a. j.",a. hansen
2666,"piekielek, n. b.",n. piekielek
2668,"goodrick, s. l.",s. goodrick
2668,"liu, y. q.",y. liu
2668,"stanturf, j. a.",j. stanturf
2669,"hyde, k. d.",k. hyde
2669,"jencso, k.",k. jencso
2669,"wilcox, a. c.",a. wilcox
2669,"woods, s.",s. woods
2672,"flerchinger, g. n.",g. flerchinger
2672,"link, t. e.",t. link
2672,"niemeyer, r. j.",r. niemeyer
2672,"seyfried, m. s.",m. seyfried
2674,"bradford, j. b.",j. bradford
2674,"burke, i. c.",i. burke
2674,"lauenroth, w. k.",w. lauenroth
2674,"martyn, t. e.",t. martyn
2674,"schlaepfer, d. r.",d. schlaepfer
2676,"adler, p. b.",p. adler
2676,"dalgleish, h. j.",h. dalgleish
2676,"hooten, m. b.",m. hooten
2676,"koons, d. n.",d. koons
2676,"moffet, c. a.",c. moffet
2677,"charles, s. p.",s. charles
2677,"chiew, f. h. s.",f. chiew
2680,"notaro, m.",m. notaro
2680,"zarrin, a.",a. zarrin
2682,"du, e. h.",e. du
2682,"gravelle, j. a.",j. gravelle
2682,"hubbart, j. a.",j. hubbart
2682,"link, t. e.",t. link
2685,"kondragunta, s.",s. kondragunta
2685,"roy, d. p.",d. roy
2685,"zhang, x. y.",x. zhang
2687,"copeland, e. a.",e. copeland
2687,"grant, g. e.",g. grant
2687,"lancaster, s. t.",s. lancaster
2687,"nolin, a. w.",a. nolin
2689,"woolhiser, d. a.",d. woolhiser
2690,"hale, v. c.",v. hale
2690,"mcdonnell, j. j.",j. mcdonnell
2691,"lankford-bingle, a. j.",a. lankford-bingle
2691,"svancara, l. k.",l. svancara
2691,"vierling, k.",k. vierling
2693,"crosby, b. t.",b. crosby
2693,"piechota, t. c.",t. piechota
2693,"tang, c. l.",c. tang
2693,"wheaton, j. m.",j. wheaton
2695,"anderson, k. a.",k. anderson
2695,"sridhar, v.",v. sridhar
2700,"sankey, t. t.",t. sankey
2700,"th������au, j.",j. th������au
2700,"weber, k. t.",k. weber
2705,"chang, t.",t. chang
2705,"hansen, a. j.",a. hansen
2705,"piekielek, n.",n. piekielek
2706,"b������rger, g.",g. b������rger
2706,"murdock, t. q.",t. murdock
2706,"sobie, s. r.",s. sobie
2706,"werner, a. t.",a. werner
2707,"ettinger, a. k.",a. ettinger
2707,"ford, k. r.",k. ford
2707,"lambers, j. h. r.",j. lambers
2707,"lundquist, j. d.",j. lundquist
2707,"raleigh, m. s.",m. raleigh
2709,"isaak, d. j.",d. isaak
2709,"rieman, b. e.",b. rieman
2710,"adams, m. j.",m. adams
2710,"palen, w. j.",w. palen
2710,"rochefort, r. m.",r. rochefort
2710,"ryan, m. e.",m. ryan
2716,"bartelt, p. e.",p. bartelt
2716,"klaver, r. w.",r. klaver
2716,"porter, w. p.",w. porter
2718,"cassinelli, j. d.",j. cassinelli
2718,"moffitt, c. m.",c. moffitt
2724,"bradley, b. a.",b. bradley
2725,"elsner, m. m.",m. elsner
2725,"hicke, j. a.",j. hicke
2725,"littell, j. s.",j. littell
2725,"lutz, j. a.",j. lutz
2725,"mckenzie, d.",d. mckenzie
2725,"norheim, r. a.",r. norheim
2725,"oneil, e. e.",e. oneil
2727,"aldous, a. r.",a. aldous
2727,"gannett, m. w.",m. gannett
2727,"keith, m.",m. keith
2727,"o'connor, j.",j. o'connor
2729,"crookston, n. l.",n. crookston
2729,"leites, l. p.",l. leites
2729,"marshall, j. d.",j. marshall
2729,"rehfeldt, g. e.",g. rehfeldt
2729,"robinson, a. p.",a. robinson
2730,"elmendorf, s. c.",s. elmendorf
2730,"fosaa, a. m.",a. fosaa
2730,"gould, w. a.",w. gould
2730,"henry, g. h. r.",g. henry
2730,"hermanutz, l.",l. hermanutz
2730,"hofgaard, a.",a. hofgaard
2730,"hollister, r. d.",r. hollister
2730,"jorgenson, j. c.",j. jorgenson
2730,"j������nsd������ttir, i. i.",i. j������nsd������ttir
2730,"l������vesque, e.",e. l������vesque
2730,"magnusson, b.",b. magnusson
2730,"molau, u.",u. molau
2730,"myers-smith, i. h.",i. myers-smith
2730,"oberbauer, s. f.",s. oberbauer
2730,"rixen, c.",c. rixen
2730,"tweedie, c. e.",c. tweedie
2730,"walker, m.",m. walker
2733,"anderson, n. m.",n. anderson
2733,"healey, s. p.",s. healey
2733,"jones, g.",g. jones
2733,"loeffler, d. r.",d. loeffler
2733,"morrison, j. f.",j. morrison
2733,"skog, k. e.",k. skog
2733,"stockmann, k. d.",k. stockmann
2738,"blank, r. r.",r. blank
2738,"caldwell, t. g.",t. caldwell
2738,"johnson, d. w.",d. johnson
2738,"lucchesi, a.",a. lucchesi
2738,"rau, b. m.",b. rau
2738,"schupp, e. w.",e. schupp
2740,"coops, n. c.",n. coops
2740,"law, b. e.",b. law
2740,"waring, r. h.",r. waring
2744,"donato, d. c.",d. donato
2744,"harvey, b. j.",b. harvey
2744,"turner, m. g.",m. turner
2746,"berger, k.",k. berger
2746,"cork, s. c.",s. cork
2746,"johnson, g.",g. johnson
2746,"lysyk, t.",t. lysyk
2746,"marshall, s.",s. marshall
2746,"massolo, a.",a. massolo
2746,"zuliani, a.",a. zuliani
2751,"hamilton, d. a., jr.",d. hamilton
2751,"rehfeldt, g. e.",g. rehfeldt
2751,"spittlehouse, d. l.",d. spittlehouse
2751,"ying, c. c.",c. ying
2752,"luckman, b. h.",b. luckman
2752,"watson, e.",e. watson
2756,"ball, d. j.",d. ball
2756,"gill, k. m.",k. gill
2756,"kaluthota, s.",s. kaluthota
2756,"letts, m. g.",m. letts
2756,"pearce, d. w.",d. pearce
2756,"rood, s. b.",s. rood
2759,"jackson, r. m.",r. jackson
2759,"kashian, d. m.",d. kashian
2759,"lyons, h. d.",h. lyons
2761,"hawkins, c. p.",c. hawkins
2761,"hill, r. a.",r. hill
2761,"jin, j. m.",j. jin
2776,"bull, j. p.",j. bull
2776,"feller, m. c.",m. feller
2776,"kiffney, p. m.",p. kiffney
2778,"mills, k. e.",k. mills
2778,"mountain, d.",d. mountain
2778,"pershing, a. j.",a. pershing
2778,"sheehan, t. f.",t. sheehan
2780,"bartlein, p.",p. bartlein
2780,"praskievicz, s.",s. praskievicz
2784,"hamlet, a. f.",a. hamlet
2784,"lauver, c.",c. lauver
2784,"raymond, c. l.",c. raymond
2784,"rochefort, r. m.",r. rochefort
2784,"strauch, r. l.",r. strauch
2785,"bauer-gottwein, p.",p. bauer-gottwein
2785,"butts, m.",m. butts
2785,"gross, d.",d. gross
2785,"loinaz, m. c.",m. loinaz
2785,"unnasch, r.",r. unnasch
2790,"baker, w. l.",w. baker
2792,"byrne, j. m.",j. byrne
2792,"johnson, d. l.",d. johnson
2792,"kienzle, s. w.",s. kienzle
2792,"larson, r. p.",r. larson
2792,"letts, m. g.",m. letts
2795,"chandler, d. g.",d. chandler
2795,"marks, d.",d. marks
2795,"nayak, a.",a. nayak
2795,"seyfried, m.",m. seyfried
2816,"archie, k. m.",k. archie
2816,"dilling, l.",l. dilling
2816,"milford, j. b.",j. milford
2816,"pampel, f. c.",f. pampel
2818,"mcmaster, n. l.",n. mcmaster
2818,"schindler, d. w.",d. schindler
2819,"harte, j.",j. harte
2819,"kueppers, l. m.",l. kueppers
2822,"armstrong, a.",a. armstrong
2822,"baker, m. a.",m. baker
2822,"bedingfield, s.",s. bedingfield
2822,"betts, d.",d. betts
2822,"buahin, c.",c. buahin
2822,"buchert, m.",m. buchert
2822,"crowl, t.",t. crowl
2822,"dupont, r. r.",r. dupont
2822,"ehleringer, j. r.",j. ehleringer
2822,"endter-wada, j.",j. endter-wada
2822,"flint, c.",c. flint
2822,"grant, j.",j. grant
2822,"hale, r. l.",r. hale
2822,"hinners, s.",s. hinners
2822,"horsburgh, j. s.",j. horsburgh
2822,"jackson-smith, d.",d. jackson-smith
2822,"jones, a. s.",a. jones
2822,"licon, c.",c. licon
2822,"null, s. e.",s. null
2822,"odame, a.",a. odame
2822,"pataki, d. e.",d. pataki
2822,"rosenberg, d.",d. rosenberg
2822,"runburg, m.",m. runburg
2822,"stoker, p.",p. stoker
2822,"strong, c.",c. strong
2824,"arkle, r. s.",r. arkle
2824,"holbrook, j. d.",j. holbrook
2824,"pilliod, d. s.",d. pilliod
2824,"rachlow, j. l.",j. rachlow
2824,"vierling, k. t.",k. vierling
2824,"wiest, m. m.",m. wiest
2825,"adler, p. b.",p. adler
2825,"compagnoni, a.",a. compagnoni
2828,"loewen, c. j. g.",c. loewen
2828,"vinebrooke, r. d.",r. vinebrooke
2834,"kliejunas, j. t.",j. kliejunas
2834,"lockman, i. b.",i. lockman
2834,"muir, j. a.",j. muir
2834,"schwandt, j. w.",j. schwandt
2844,"elliott, g. p.",g. elliott
2847,"harris, s. a.",s. harris
2852,"adler, p. b.",p. adler
2852,"hillerislambers, j.",j. hillerislambers
2852,"levine, j. m.",j. levine
2859,"case, m. j.",m. case
2859,"peterson, d. l.",d. peterson
2875,"caruthers, j. c.",j. caruthers
2875,"cook, d.",d. cook
2875,"crowley, j.",j. crowley
2875,"debinski, d. m.",d. debinski
2875,"wickham, h.",h. wickham
2876,"logan, j. a.",j. logan
2876,"macfarlane, w. w.",w. macfarlane
2876,"willcox, l.",l. willcox
2882,"gabrielyan, h.",h. gabrielyan
2882,"hillerislambers, j.",j. hillerislambers
2882,"theobald, e. j.",e. theobald
2885,"aukema, b. h.",b. aukema
2885,"reyes, p. e.",p. reyes
2885,"zhu, j.",j. zhu
2886,"cansler, c. a.",c. cansler
2886,"mckenzie, d.",d. mckenzie
2887,"bauer, m. e.",m. bauer
2887,"crawford, c. j.",c. crawford
2887,"hall, d. k.",d. hall
2887,"manson, s. m.",s. manson
2893,"christianson, d.",d. christianson
2893,"creel, s.",s. creel
2913,"chandler, g.",g. chandler
2913,"horan, d.",d. horan
2913,"isaak, d. j.",d. isaak
2913,"wollrab, s.",s. wollrab
2919,"griffith, d. m.",d. griffith
2919,"wilson, b. t.",b. wilson
2919,"woodall, c. w.",c. woodall
2934,"graumlich, l. j.",l. graumlich
2934,"king, j. c.",j. king
2934,"littell, j. s.",j. littell
2934,"pisaric, m. f. j.",m. pisaric
2934,"waggoner, l. a.",l. waggoner
2935,"fagre, d. b.",d. fagre
2935,"hessl, a. e.",a. hessl
2935,"peterson, d. l.",d. peterson
2938,"arrigoni, a. s.",a. arrigoni
2938,"greenwood, m. c.",m. greenwood
2938,"moore, j. n.",j. moore
2945,"abatzoglou, j.",j. abatzoglou
2945,"ryu, j. h.",j. ryu
2945,"sohrabi, m. m.",m. sohrabi
2945,"tracy, j.",j. tracy
2959,"elsner, m. m.",m. elsner
2959,"hamlet, a. f.",a. hamlet
2959,"lettenmaier, d. p.",d. lettenmaier
2959,"mickelson, k. e. b.",k. mickelson
2959,"scott, m. j.",m. scott
2959,"st������ckle, c. o.",c. st������ckle
2959,"vano, j. a.",j. vano
2959,"voisin, n.",n. voisin
2965,"keeling, e. g.",e. keeling
2965,"sala, a.",a. sala
2966,"chang, h. j.",h. chang
2966,"gober, p.",p. gober
2966,"larson, k. l.",k. larson
2966,"polsky, c.",c. polsky
2966,"quay, r.",r. quay
2966,"shandas, v.",v. shandas
2973,"luckman, b. h.",b. luckman
2974,"hanson, j. d.",j. hanson
2974,"skiles, j. w.",j. skiles
2980,"bentz, b.",b. bentz
2980,"r������gni������re, j.",j. r������gni������re
2989,"boerner, r. e. j.",r. boerner
2989,"collins, b. m.",b. collins
2989,"dow, c. b.",c. dow
2989,"edminster, c.",c. edminster
2989,"fiedler, c. e.",c. fiedler
2989,"fry, d. l.",d. fry
2989,"hartsough, b. r.",b. hartsough
2989,"keeley, j. e.",j. keeley
2989,"knapp, e. e.",e. knapp
2989,"mciver, j. d.",j. mciver
2989,"moghaddas, e. e. y.",e. moghaddas
2989,"moghaddas, j. j.",j. moghaddas
2989,"skinner, c. n.",c. skinner
2989,"stephens, s. l.",s. stephens
2989,"youngblood, a.",a. youngblood
2990,"ayres, m. p.",m. ayres
2990,"hicke, j. a.",j. hicke
2990,"weed, a. s.",a. weed
3004,"gobena, a. k.",a. gobena
3012,"corn, p. s.",p. corn
3012,"hossack, b. r.",b. hossack
3012,"lowe, w. h.",w. lowe
3021,"debinski, d. m.",d. debinski
3021,"jakubauskas, m. e.",m. jakubauskas
3021,"kindscher, k.",k. kindscher
3022,"heyerdahl, e. k.",e. heyerdahl
3022,"morgan, p.",p. morgan
3022,"riser, j. p., ii",j. riser
3023,"gibson, c. e.",c. gibson
3023,"heyerdahl, e. k.",e. heyerdahl
3023,"morgan, p.",p. morgan
3034,"changnon, d.",d. changnon
3034,"changnon, s. a.",s. changnon
3038,"anderson, j. t.",j. anderson
3038,"lee, c. r.",c. lee
3038,"mitchell-olds, t.",t. mitchell-olds
3040,"bengtson, l. e.",l. bengtson
3040,"fagre, d.",d. fagre
3040,"pederson, g.",g. pederson
3040,"prato, t.",t. prato
3040,"williams, j. r.",j. williams
3040,"zeyuan, q.",q. zeyuan
3050,"hardy, m.",m. hardy
3050,"paveglio, t. b.",t. paveglio
3050,"prato, t.",t. prato
3061,"harner, m. j.",m. harner
3061,"hauer, f. r.",f. hauer
3061,"kimball, j. s.",j. kimball
3061,"lorang, m. s.",m. lorang
3061,"stanford, j. a.",j. stanford
3061,"whited, d. c.",d. whited
3064,"barr, j. g.",j. barr
3064,"black, a.",a. black
3064,"brown, m.",m. brown
3064,"engel, v.",v. engel
3064,"fuentes, j. d.",j. fuentes
3064,"goulden, m. l.",m. goulden
3064,"g������ckede, m.",m. g������ckede
3064,"law, b. e.",b. law
3064,"o'halloran, t. l.",t. o'halloran
3064,"schaaf, c.",c. schaaf
3064,"wang, z. s.",z. wang
3067,"west, n. e.",n. west
3067,"yorks, t. p.",t. yorks
3070,"hamann, a.",a. hamann
3070,"welsh, c.",c. welsh
3075,"benkman, c. w.",c. benkman
3075,"talluto, m. v.",m. talluto
3081,"adams, a. s.",a. adams
3081,"adams, s. m.",s. adams
3081,"aukema, b. h.",b. aukema
3081,"aylward, f. o.",f. aylward
3081,"currie, c. r.",c. currie
3081,"erbilgin, n.",n. erbilgin
3081,"raffa, k. f.",k. raffa
3081,"suen, g.",g. suen
3083,"davis, c.",c. davis
3083,"gross, j. e.",j. gross
3083,"haas, j.",j. haas
3083,"hansen, a. j.",a. hansen
3083,"monahan, w. b.",w. monahan
3083,"olliff, t.",t. olliff
3083,"piekielek, n.",n. piekielek
3083,"running, s. w.",s. running
3083,"theobald, d. m.",d. theobald
3085,"cho, j. p.",j. cho
3085,"clark, p. e.",p. clark
3085,"flerchinger, g. n.",g. flerchinger
3085,"hardegree, s. p.",s. hardegree
3085,"james, j. j.",j. james
3085,"jones, t. a.",t. jones
3085,"moffet, c. a.",c. moffet
3085,"pierson, f. b.",f. pierson
3085,"roundy, b. a.",b. roundy
3087,"peterson, b. e.",b. peterson
3087,"steenhof, k.",k. steenhof
3105,"alexander, j.",j. alexander
3105,"ar������valo, j. r.",j. ar������valo
3105,"cavieres, l. a.",l. cavieres
3105,"daehler, c. c.",c. daehler
3105,"dietz, h.",h. dietz
3105,"edwards, p. j.",p. edwards
3105,"guisan, a.",a. guisan
3105,"haider, s.",s. haider
3105,"jakobs, g.",g. jakobs
3105,"kueffer, c.",c. kueffer
3105,"mcdougall, k.",k. mcdougall
3105,"millar, c. i.",c. millar
3105,"naylor, b. j.",b. naylor
3105,"parks, c. g.",c. parks
3105,"pauchard, a.",a. pauchard
3105,"rew, l. j.",l. rew
3105,"seipel, t.",t. seipel
3111,"mckenzie, d.",d. mckenzie
3111,"peterson, d. l.",d. peterson
3111,"peterson, d. w.",d. peterson
3111,"thornton, p. e.",p. thornton
3128,"cooper, d. j.",d. cooper
3128,"hobbs, n. t.",n. hobbs
3128,"wolf, e. c.",e. wolf
3129,"debeer, c. m.",c. debeer
3129,"sharp, m. j.",m. sharp
3133,"cahl, d.",d. cahl
3133,"engstrom, d. r.",d. engstrom
3133,"pederson, g. t.",g. pederson
3133,"saros, j. e.",j. saros
3133,"schliep, a.",a. schliep
3133,"slemmons, k. e. h.",k. slemmons
3133,"spanbauer, t.",t. spanbauer
3133,"stone, j. r.",j. stone
3133,"williamson, c. e.",c. williamson
3168,"powell, e. n.",e. powell
3168,"raffa, k. f.",k. raffa
3168,"townsend, p. a.",p. townsend
3173,"pelto, m. s.",m. pelto
3174,"jakubos, b.",b. jakubos
3174,"romme, w. h.",w. romme
3175,"mattson, d. j.",d. mattson
3175,"pease, c. m.",c. pease
3178,"baril, l. m.",l. baril
3178,"hansen, a. j.",a. hansen
3178,"lawrence, r.",r. lawrence
3178,"renkin, r.",r. renkin
3180,"bartlein, p. j.",p. bartlein
3180,"shafer, s. l.",s. shafer
3180,"whitlock, c.",c. whitlock
3183,"kashian, d. m.",d. kashian
3183,"romme, w. h.",w. romme
3183,"ryan, m. g.",m. ryan
3183,"tinker, d. b.",d. tinker
3183,"turner, m. g.",m. turner
3186,"corn, p. s.",p. corn
3186,"honeycutt, r. k.",r. honeycutt
3186,"hossack, b. r.",b. hossack
3186,"lowe, w. h.",w. lowe
3186,"parks, s. a.",s. parks
3188,"bentz, b. j.",b. bentz
3188,"bracewell, r. r.",r. bracewell
3188,"mock, k. e.",k. mock
3188,"pfrender, m. e.",m. pfrender
3194,"franks, c. g.",c. franks
3194,"gill, k. m.",k. gill
3194,"pan, j.",j. pan
3194,"rood, s. b.",s. rood
3194,"samuelson, g. m.",g. samuelson
3194,"shepherd, a.",a. shepherd
3198,"derksen, c.",c. derksen
3198,"nelson, t. a.",t. nelson
3198,"seemann, d.",d. seemann
3198,"wulder, m. a.",m. wulder
3201,"flerchinger, g. n.",g. flerchinger
3201,"hanson, c. l.",c. hanson
3201,"murdock, m. d.",m. murdock
3201,"seyfried, m. s.",m. seyfried
3201,"vactor, s. van",s. vactor
3215,"halofsky, j.",j. halofsky
3215,"ripple, w.",w. ripple
3221,"frank, d. a.",d. frank
3226,"frank, d. a.",d. frank
3226,"jurgensen, m. f.",m. jurgensen
3226,"risch, a. c.",a. risch
3243,"debinski, d. m.",d. debinski
3243,"jakubauskas, m. e.",m. jakubauskas
3243,"vannimwegen, r. e.",r. vannimwegen
3249,"romme, w. h.",w. romme
3249,"schoennagel, t.",t. schoennagel
3249,"turner, m. g.",m. turner
3250,"kashian, d. m.",d. kashian
3250,"romme, w. h.",w. romme
3250,"ryan, m. g.",m. ryan
3250,"tinker, d. b.",d. tinker
3250,"turner, m. g.",m. turner
3262,"bentz, b. j.",b. bentz
3262,"logan, j. a.",j. logan
3281,"porter, w. p.",w. porter
3281,"ramankutty, n.",n. ramankutty
3281,"reichman, o. j.",o. reichman
3281,"sabo, j. l.",j. sabo
3281,"tracy, c. r.",c. tracy
3325,"kite, g. w.",g. kite
3341,"balling, r. c., jr.",r. balling
3341,"meyer, g. a.",g. meyer
3341,"wells, s. g.",s. wells
3348,"cooley, k. r.",k. cooley
3350,"sprugel, d. g.",d. sprugel
3353,"frank, d. a.",d. frank
3353,"risch, a. c.",a. risch
3368,"mori, a. s.",a. mori
3372,"barnhart, b. l.",b. barnhart
3372,"ficklin, d. l.",d. ficklin
3372,"knouft, j. h.",j. knouft
3372,"letsinger, s. l.",s. letsinger
3372,"maurer, e. p.",e. maurer
3372,"stewart, i. t.",i. stewart
3372,"whittaker, g. w.",g. whittaker
3373,"callahan, b.",b. callahan
3373,"fluharty, d.",d. fluharty
3373,"hamlet, a. f.",a. hamlet
3373,"miles, e. l.",e. miles
3373,"snover, a. k.",a. snover
3374,"al-chokhachy, r.",r. al-chokhachy
3374,"dehaan, p. w.",p. dehaan
3374,"hand, b. k.",b. hand
3374,"kovach, r. p.",r. kovach
3374,"luikart, g.",g. luikart
3374,"muhlfeld, c. c.",c. muhlfeld
3374,"wade, a. a.",a. wade
3374,"whited, d. c.",d. whited
3375,"mote, p. w.",p. mote
3376,"ficklin, d. l.",d. ficklin
3376,"letsinger, s. l.",s. letsinger
3376,"maurer, e. p.",e. maurer
3376,"stewart, i. t.",i. stewart
3378,"archie, k. m.",k. archie
3378,"dilling, l.",l. dilling
3378,"milford, j. b.",j. milford
3378,"pampel, f. c.",f. pampel
3379,"ghan, s. j.",s. ghan
3379,"leung, l. r.",l. leung
3379,"qian, y.",y. qian
3380,"benjankar, r.",r. benjankar
3380,"egger, g.",g. egger
3380,"gill, k. m.",k. gill
3380,"lautsch, e.",e. lautsch
3380,"politti, e.",e. politti
3380,"rood, s. b.",s. rood
3381,"johnson, a. c.",a. johnson
3381,"yeakley, j. a.",j. yeakley
3382,"coops, n. c.",n. coops
3382,"holmes, k. r.",k. holmes
3382,"nelson, t. a.",t. nelson
3382,"wulder, m. a.",m. wulder
3384,"campbell, j. l.",j. campbell
3384,"shinneman, d. j.",d. shinneman
3386,"kulakowski, d.",d. kulakowski
3386,"mietkiewicz, n.",n. mietkiewicz
3390,"beechie, t.",t. beechie
3390,"greene, j.",j. greene
3390,"imaki, h.",h. imaki
3390,"kiffney, p.",p. kiffney
3390,"kimball, j.",j. kimball
3390,"mantua, n.",n. mantua
3390,"pess, g.",g. pess
3390,"roni, p.",p. roni
3390,"stanford, j.",j. stanford
3390,"wade, a.",a. wade
3390,"wu, h.",h. wu
3391,"bunnell, f. l.",f. bunnell
3391,"kremsater, l. l.",l. kremsater
3391,"wells, r. w.",r. wells
3392,"benkman, c. w.",c. benkman
3393,"parkins, j. r.",j. parkins
3395,"huggel, c.",c. huggel
3395,"muccione, v.",v. muccione
3395,"salzmann, n.",n. salzmann
3396,"hopkins, k.",k. hopkins
3396,"konkin, d.",d. konkin
3398,"praskievicz, s.",s. praskievicz
3404,"clark, g. m.",g. clark
3405,"burleigh, j.",j. burleigh
3405,"heppner, d.",d. heppner
3405,"kope, h. h.",h. kope
3405,"maclauchlan, l.",l. maclauchlan
3405,"woods, a. j.",a. woods
3406,"anderegg, l. d. l.",l. anderegg
3406,"breckheimer, i.",i. breckheimer
3406,"burns, k. m.",k. burns
3406,"ettinger, a. k.",a. ettinger
3406,"ford, k. r.",k. ford
3406,"franklin, j. f.",j. franklin
3406,"freund, j. a.",j. freund
3406,"kroiss, s. j.",s. kroiss
3406,"lambers, j. h. r.",j. lambers
3408,"donato, d. c.",d. donato
3408,"harvey, b. j.",b. harvey
3408,"turner, m. g.",m. turner
3411,"abatzoglou, j. t.",j. abatzoglou
3411,"fox, f. a.",f. fox
3411,"huggins, d.",d. huggins
3411,"sharratt, b. s.",b. sharratt
3411,"tatarko, j.",j. tatarko
3421,"heineman, j. l.",j. heineman
3421,"mather, w. j.",w. mather
3421,"sachs, d. l.",d. sachs
3421,"simard, s. w.",s. simard
3422,"fagre, d. b.",d. fagre
3422,"malanson, g. p.",g. malanson
3422,"zimmerman, d. l.",d. zimmerman
3429,"burton, p. j.",p. burton
3441,"abatzoglou, j. t.",j. abatzoglou
3441,"buotte, p. c.",p. buotte
3441,"hicke, j. a.",j. hicke
3441,"logan, j. a.",j. logan
3441,"preisler, h. k.",h. preisler
3441,"raffa, k. f.",k. raffa
3442,"iachetti, p.",p. iachetti
3445,"groce, m. c.",m. groce
3445,"horan, d. l.",d. horan
3445,"isaak, d. j.",d. isaak
3445,"nagel, d. e.",d. nagel
3445,"young, m. k.",m. young
3446,"hamlet, a.",a. hamlet
3446,"mote, p.",p. mote
3446,"salath������, e.",e. salath������
3448,"abatzoglou, j. t.",j. abatzoglou
3448,"flerchinger, g. n.",g. flerchinger
3448,"hudak, a. t.",a. hudak
3448,"kavanagh, k. l.",k. kavanagh
3448,"link, t. e.",t. link
3448,"marshall, j. d.",j. marshall
3448,"pangle, r. e.",r. pangle
3449,"hart, s. c.",s. hart
3449,"perry, d. a.",d. perry
3451,"arogundade, a. b.",a. arogundade
3451,"hamilton, j.",j. hamilton
3451,"qualls, r. j.",r. qualls
3451,"taylor, r. g.",r. taylor
3454,"mckenzie, d.",d. mckenzie
3454,"peterson, d. l.",d. peterson
3454,"peterson, d. w.",d. peterson
3457,"akbarabadi, m.",m. akbarabadi
3457,"piri, m.",m. piri
3462,"ettl, g. j.",g. ettl
3462,"marcinkowski, k.",k. marcinkowski
3462,"peterson, d. l.",d. peterson
3465,"mckay, s.",s. mckay
3465,"peterson, d. l.",d. peterson
3465,"sanscrainte, c. l.",c. sanscrainte
3467,"langdon, j. g. r.",j. langdon
3467,"lawler, j. j.",j. lawler
3476,"antos, j. a.",j. antos
3476,"halpern, c. b.",c. halpern
3476,"haugo, r. d.",r. haugo
3476,"lang, n. l.",n. lang
3476,"rice, j. m.",j. rice
3483,"zhao, f. a.",f. zhao
3483,"zhao, f. r.",f. zhao
3487,"bradley, t.",t. bradley
3487,"cathro, j.",j. cathro
3487,"mulkey, s.",s. mulkey
3490,"lewis, d.",d. lewis
3492,"mcnay, r. s.",r. mcnay
3492,"morgan, d. g.",d. morgan
3492,"sutherland, g.",g. sutherland
3494,"pelto, m. s.",m. pelto
3499,"minshall, g. w.",g. minshall
3499,"rugenski, a. t.",a. rugenski
3502,"santos, c. a. c. dos",c. santos
3504,"delong, c.",c. delong
3504,"meidinger, d.",d. meidinger
3510,"dobrowski, s.",s. dobrowski
3510,"hahn, b.",b. hahn
3510,"holden, z. a.",z. holden
3510,"kasworm, w. f.",w. kasworm
3510,"servheen, c.",c. servheen
3511,"cronn, r.",r. cronn
3511,"jennings, t. n.",t. jennings
3511,"scelfo-dalbey, c.",c. scelfo-dalbey
3511,"syring, j. v.",j. syring
3511,"tennessen, j. a.",j. tennessen
3511,"wegrzyn, j.",j. wegrzyn
3514,"barker, b. l.",b. barker
3514,"schaefer, m. g.",m. schaefer
3514,"taylor, g. h.",g. taylor
3514,"wallis, j. r.",j. wallis
3515,"leung, l. r.",l. leung
3515,"wigmosta, m. s.",m. wigmosta
3518,"bailey, j. d.",j. bailey
3518,"harrington, c. a.",c. harrington
3519,"loukas, a.",a. loukas
3519,"quick, m. c.",m. quick
3529,"ettl, g. j.",g. ettl
3529,"kusnierczyk, e. r.",e. kusnierczyk
3534,"chandler, d. g.",d. chandler
3534,"mcnamara, j. p.",j. mcnamara
3534,"williams, c. j.",c. williams
3535,"biondi, f.",f. biondi
3536,"crandall, k. a.",k. crandall
3536,"egan, a. n.",a. egan
3539,"hessl, a. e.",a. hessl
3539,"peterson, d. l.",d. peterson
3541,"littell, j. s.",j. littell
3541,"peterson, d. l.",d. peterson
3546,"bunting, s. c.",s. bunting
3546,"kingery, j. l.",j. kingery
3546,"schroeder, m. a.",m. schroeder
3550,"hay, l. e.",l. hay
3550,"leavesley, g. h.",g. leavesley
3550,"wilby, r. l.",r. wilby
3552,"bassman, j. h.",j. bassman
3552,"dobrowolski, j. p.",j. dobrowolski
3552,"fins, l.",l. fins
3552,"johnson, j. d.",j. johnson
3559,"marshall, j. d.",j. marshall
3559,"monserud, r. a.",r. monserud
3566,"martinec, j.",j. martinec
3566,"rango, a.",a. rango
3568,"hanson, c. l.",c. hanson
3576,"panek, j. a.",j. panek
3576,"waring, r. h.",r. waring
3577,"martinec, j.",j. martinec
3577,"rango, a.",a. rango
